PROC_NAME
CERT COLON
CERT ENDO RETRO CHLOANG
CERT ENDO ULTRASONOGRAPHY
CERT ESOPHAGOGASTRODUODE
CERT FLEX SIGMOIDOSCOPY
CT 3D ABD RENDERING INT AND RPT ON IND WRKSTN
"CT ANG ABD, PEL WWO"
"CT ANG ABDOMEN, PELVIS W"
CT ANG HEAD AND NECK WWO
"CT ANG LOW EXTREM WWO, BIL"
CT ANG LOWER EXTREMITY WWO BIL
CT ANG NECK W
"CT ANGIO AA, BILAT LE RUNOFF W"
"CT ANGIO AA, BILAT LE RUNOFF WWO"
CT ANGIO ABD PEL W
CT ANGIO ABDOMEN WWO
CT ANGIO CHEST W
CT ANGIO CHEST WWO
CT ANGIO HEAD WWO
"CT ANGIO LOWER EXTREMITY WWO, LT"
"CT ANGIO LOWER EXTREMITY WWO, RT"
CT ANGIO NECK WWO
CT ANGIO PELVIS WWO
"CT ANGIO UPPER EXTREMITY WWO, LT"
"CT ANGIO UPPER EXTREMITY WWO, RT"
CT BRAIN PERFUSION WWO
CT BX SKIN/SUBQ/MUC MEMBRANE SINGLE LSN
CT C SPINE RECON W
CT CARD W/CON CORONARY ARTRY/VEIN CTA
CT CARD W/CON STRUCTURE AND/ OR PULMNARY VEIN
CT CARDIAC CORONARY CALCIUM WO SCREEN IP ONLY
CT CERVICAL SPINE W
CT CERVICAL SPINE WO
CT CHEST (INTERSTITIAL LUNG DISEASE) WO
CT CHEST (SVC) W
CT CHEST ABDOMEN PELVIS W
CT CHEST ABDOMEN PELVIS WO
CT CHEST AND UPPER ABD W
CT CHEST AND UPPER ABD WO
CT CHEST PELVIS W ABDOMEN WWO
CT CHEST W
"CT CHEST W, ABDOMEN PELVIS WWO"
CT CHEST WO
CT CORONARY ARTERY FFR
CT DRAIN RETROPERITONEAL ABSCESS
CT GUIDED DRAINAGE
CT HEAD (DUAL ENERGY) WO
CT HEAD (STROKE CODE) WO
CT HEAD AND SOFT TISSUE NECK W
CT HEAD AND SOFT TISSUE NECK WO
CT HEAD W
CT HEAD WO
CT HEAD WWO
"CT HIP WO, LT"
"CT HIP WO, RT"
CT INTRA-OP HEAD WO
CT INTRA-OP THORACIC SPINE WO
"CT KNEE WO, RT"
CT L SPINE RECON W
CT L SPINE RECON WO
"CT LOWER EXTREMITY W, LT"
"CT LOWER EXTREMITY W, RT"
"CT LOWER EXTREMITY WO, LT"
"CT LOWER EXTREMITY WO, RT"
"CT LOWER EXTREMITY WWO, LT"
CT LUMBAR SPINE W
CT LUMBAR SPINE WO
CT MAX/FACIAL W
CT MAX/FACIAL WO
CT MAX/FACIAL WWO
CT MEDTRONIC FUSION W/CONTRAST
CT MEDTRONIC FUSION WO CONTRAST
CT NECK SOFT TISSUE W
CT NECK SOFT TISSUE WO
CT NEEDLE BIOPSY ABDOMINAL MASS
CT NEEDLE BIOPSY LUNG/MEDIASTINUM
CT NEEDLE BIOPSY RENAL
CT NEEDLE BIOPSY SUPERF BONE MSK
CT ORBIT/SELLA WO
"CT P ANG ABD, PEL WWO"
CT P HEAD WO
CT P UPPER ABD AND PEL W
CT PE CHEST W
CT PELVIS W
CT PELVIS WO
CT PELVIS/BONE WO
CT POST MYELO CERVICAL SPINE WO
CT POST MYELO LUMBAR SPINE WO
CT POST MYELO THORACIC SPINE WO
CT STEALTH BRAIN W
CT STEALTH BRAIN WO
CT STEALTH BRAIN WWO
CT T SPINE RECON W
CT T SPINE RECON WO
CT TEMPORAL BONE W
CT TEMPORAL BONE WO
CT THORACIC SPINE W
CT THORACIC SPINE WO
CT THORACIC SPINE WWO
"CT TIBIA FIBULA WWO, LT"
CT UPPER ABD AND PELVIS W
CT UPPER ABD AND PELVIS WO
CT UPPER ABD AND PELVIS WWO
CT UPPER ABDOMEN W
CT UPPER ABDOMEN WO
CT UPPER ABDOMEN WWO
"CT UPPER EXTREMITY W, LT"
"CT UPPER EXTREMITY W, RT"
"CT UPPER EXTREMITY WO, LT"
"CT UPPER EXTREMITY WO, RT"
CTA PE CHEST W
CTV HEAD (BRAIN) W
INTERPRETATION BY RADIOLOGIST
IR ABD/RETRO BIOPSY
IR ABLATION
IR ABSCESS DRAIN PLACEMENT
IR ANGIO INTERVENTION
IR ANGIOGRAM
IR AV FISTULA DECLOT
IR BILIARY DRAIN CHECK OR EXCHANGE
IR BIOPSY
IR CHEMO EMBOLIZATION
IR CHEST TUBE PLACEMENT
IR DIALYSIS SHUNT
IR DRAIN
IR DRAIN CHECK / EXCHANGE / REMOVAL
IR EMBOLIZATION
IR FEEDING TUBE
IR GASTROJEJUNOSTOMY TUBE CHANGE
IR GASTROJEJUNOSTOMY TUBE CHECK
IR GASTROSTOMY TUBE CHECK
IR GASTROSTOMY TUBE INSERTION
IR GENERAL EMBOLIZATION
IR GI EMBOLIZATION
IR HEPATIC ANGIOGRAM
IR IVC FILTER
IR IVC FILTER PLACEMENT
IR JEJUNAL TUBE INSERTION
IR LUNG BIOPSY
IR NEURO ANGIOGRAM
IR NEURO BTO
IR NEURO INTERVENTION
IR NEURO INTRACRANIAL ANGIOGRAM
IR NEURO MYELOGRAM
IR NEURO SPINAL BIOPSY
IR NEURO SPINAL PUNCTURE
IR NEURO STROKE THROMBECTOMY
IR NON-TUNNELED TEMP CATH PLCMT
IR PARACENTESIS
IR PCN / PCNU CHECK OR EXCHANGE
IR PCN / PCNU CONVERSION
IR PCN / PCNU PLACEMENT
IR PCN / PCNU REMOVAL
IR PERC CHOLE TUBE PLACEMENT
IR PERIPHERAL EMBOLIZATION
IR PORT EVALUATION
IR PORT PLACEMENT
IR PORT REMOVAL
IR PTC W/ BILIARY DRAIN PLACEMENT
IR SVC / IVC CAVAGRAM
IR THORACENTESIS
IR THROMBOLYSIS FOLLOW-UP
IR THROMBOLYSIS/THROMBECTOMY
IR THYROID BIOPSY
IR TIPS
IR TJ LIVER BIOPSY
IR TUNNELED CATH EXCHANGE
IR TUNNELED CATH PLACEMENT
IR TUNNELED CATH REMOVAL
IR TUNNELED PERM CATH PLCMT
IR VENOGRAM
IR VENOUS ACCESS
IR VISCERAL ANGIOGRAM
IR VISCERAL EMBOLIZATION
MAM BILAT DIGITAL DIAG W/CAD
"MAM COR BX W/LOC DEV(S) PLCMT;ADDTL LES W/US GUIDE, LT"
"MAM DIGITAL BREAST DIAG W/CAD/TOMO,BIL"
"MAM DIGITAL BREAST SCREEN W/CAD/TOMO, BIL"
"MAM DIGITAL DIAG UNI, LT"
"MAM DIGITAL DIAG UNI, RT"
"MAM DIGITAL DIAG W/CAD, RT"
"MAM LOC DEV PLCMT, RT - INITIAL"
MAM RAD EXAM SURG SPECIMEN
MAM SEED LOCALIZATION IMAGING GUIDANCE
"MAM US BREAST BIL, LIMITED"
"MAM US BREAST UNILAT LT, LIMITED"
"MAM US BREAST UNILAT RT, LIMITED"
"MAM US BX LYMPH NODE W/CLIP, LT"
"MAM US BX LYMPH NODE W/CLIP, RT"
"MAM US BX LYMPH NODE, RT"
"MAM US COR BX W/LOC DEV PLCMNT, RT - INITIAL"
"MAM US COR BX W/LOC DEV PLCMT, LT - INITIAL"
MRA BRAIN W
MRA BRAIN WO
MRA BRAIN WWO
MRA NECK W
MRA NECK WO
MRA NECK WWO
MRI ABDOMEN UPPER WO
MRI ABDOMEN UPPER WWO
"MRI ANKLE WO, LT"
MRI BRACHIAL PLEXUS WWO
MRI BRAIN CCM WWO - NO QSM/PERMEABILITY PROTOCOL
MRI BRAIN FUNCTION W PHYS ADMIN
MRI BRAIN FUSION W/WO
MRI BRAIN SPECTROSCOPY
MRI BRAIN STEALTH WO W FIDUCIALS
MRI BRAIN STEALTH WWO W FIDUCIALS
MRI BRAIN STEALTH WWO WO FIDUCIALS
MRI BRAIN TREATMENT PLANNING W/WO
MRI BRAIN W
MRI BRAIN WO
MRI BRAIN WO (FAST STROKE)
MRI BRAIN WWO
MRI CARDIAC STRESS WWO CONTRAST
MRI CARDIAC WITHOUT CONTRAST
MRI CARDIAC WWO CONTRAST
MRI CERVICAL SPINE W
MRI CERVICAL SPINE WO
MRI CERVICAL SPINE WWO
MRI CHEST WWO
MRI COMPLETE SPINE AND BRAIN WO
MRI COMPLETE SPINE AND BRAIN WWO
MRI COMPLETE SPINE W
MRI COMPLETE SPINE WO
MRI COMPLETE SPINE WO - LTD - CORD COMPRESSION
MRI COMPLETE SPINE WWO
MRI ELASTOGRAPHY
"MRI ELBOW WO, LT"
MRI FACE SINUS WWO
MRI FACE SOFT TISSUE WWO
"MRI FEMUR WWO, LT"
"MRI FEMUR WWO, RT"
"MRI HUMERUS WO, LT"
"MRI HUMERUS WO, RT"
MRI INT AUD CANAL WWO
MRI LIVER WWO
MRI LUMBAR SPINE WO
MRI LUMBAR SPINE WWO
MRI MRCP WO
MRI MRCP WWO
MRI NECK SOFT TISSUE WO
MRI NECK SOFT TISSUE WWO
MRI ORBITS WWO
MRI P BRAIN WWO
MRI PELVIS MSK WO
MRI PELVIS WO
MRI PELVIS WWO
MRI PITUITARY WWO
"MRI SHOULDER WO, LT"
MRI THORACIC SPINE WO
MRI THORACIC SPINE WWO
"MRI TIBIA FIBULA WWO, LT"
"MRI TIBIA FIBULA WWO, RT"
MRV BRAIN W
MRV BRAIN WO
MRV BRAIN WWO
NC MYOCARDIAL BLOOD POOL
NC PHARMACOLOGIC NUCLEAR STRESS TEST
NM BONE SCAN 3 PHASE
NM BONE SCAN WHOLE BODY
NM BONE SPECT
NM BRAIN SCAN COMPL W/SPECT
NM GI BLEED SITE IMAGING
NM HEPATOBILIARY SCAN
NM INJ FOR ID OF SENTNL NODE
NM LIVER IMAGING (SPECT)
NM LUNG VENT PERFUSION QUANTITATIVE
NM LUNG VENT PERFUSION STANDARD  
NM LYMPHOSCINTIGRAPHY
NM RENAL SCAN W FLOW AND FUNCTION
NM WBC IMAGING
PET CARDIAC SARCOID PROTOCOL IMAGING
PET H AND N RE-STAGE
PET RES FLT F-18
PET SKULL BASE TO MID THIGH COLORECTAL INTL STAGING
PET SKULL BASE TO MID THIGH H AND N INTL STAGING
PET SKULL BASE TO MID THIGH LYMPHOMA INTL STAGING
PET SKULL BASE TO MID THIGH NSC LUNG IN STAGING
PET SKULL BASE TO MID THIGH NSC LUNG RE-STAGE
PET SKULL BASE TO MID THIGH THYROID RE-STAGE
"PET SKULL BASE TO MID THIGH, INTL STAGE"
"PET SKULL BASE TO MID-THIGH, RE-STAGE"
PET SKULL BASE TO MIG THIGH LYMPHOMA RE-STAGE
PET TUMOR SKULL BASE TO MID THIGH INITIAL
PET WB MELANOMA INTL STAGING
PET WB TUMOR INITIAL
RAD BIOPSY SPINE
TRANSCRANIAL DOPPLER STUDY-COMPLETE PORTABLE
UPLOAD FOR INTERPRETATION CT ABDOMEN
UPLOAD FOR INTERPRETATION CT ABDOMEN PELVIS
UPLOAD FOR INTERPRETATION CT ANGIO HEAD
UPLOAD FOR INTERPRETATION CT ANGIO NECK
UPLOAD FOR INTERPRETATION CT CERVICAL SPINE
UPLOAD FOR INTERPRETATION CT CHEST
UPLOAD FOR INTERPRETATION CT HEAD
UPLOAD FOR INTERPRETATION CT NECK SOFT TISSUE
UPLOAD FOR INTERPRETATION MRI BRAIN
UPLOAD FOR INTERPRETATION MRI LUMBAR SPINE
UPLOAD FOR INTERPRETATION XR ABD
UPLOAD FOR INTERPRETATION XR CHEST
UPLOAD FOR INTERPRETATION XR MSK
UPLOAD FOR REFERENCE  CT ABD
UPLOAD FOR REFERENCE  CT ABD PELVIS
UPLOAD FOR REFERENCE  CT ANG CHEST
UPLOAD FOR REFERENCE  CT ANG HEAD
UPLOAD FOR REFERENCE  CT CERV SPIN
UPLOAD FOR REFERENCE  CT CHEST
UPLOAD FOR REFERENCE  CT CHEST ABD PELVIS
UPLOAD FOR REFERENCE  CT HEAD
UPLOAD FOR REFERENCE  CT MAX/FACIAL
UPLOAD FOR REFERENCE  CT NECK SOFT TISS
UPLOAD FOR REFERENCE  CT OUTSIDE EXAM
UPLOAD FOR REFERENCE  CT SOFT TISS HEAD NECK
UPLOAD FOR REFERENCE  CT THORACIC SPIN
UPLOAD FOR REFERENCE  GI OUTSIDE EXAM
UPLOAD FOR REFERENCE  IR OUTSIDE EXAM
UPLOAD FOR REFERENCE  MRI ABD
UPLOAD FOR REFERENCE  MRI BRAIN
UPLOAD FOR REFERENCE  MRI CERV SPIN
UPLOAD FOR REFERENCE  MRI LUMBAR SPIN
UPLOAD FOR REFERENCE  MRI ORB/FACE/NECK
UPLOAD FOR REFERENCE  MRI TSPIN
UPLOAD FOR REFERENCE  NM
UPLOAD FOR REFERENCE  PEDS CT HEAD
UPLOAD FOR REFERENCE  PEDS GMI
UPLOAD FOR REFERENCE  PEDS US
UPLOAD FOR REFERENCE  PET OUTSIDE EXAM
UPLOAD FOR REFERENCE  US ABD
UPLOAD FOR REFERENCE  US OUTSIDE EXAM
UPLOAD FOR REFERENCE  XR ABD
UPLOAD FOR REFERENCE  XR CHEST
UPLOAD FOR REFERENCE  XR MSK
UPLOAD FOR REFERENCE  XR OUTSIDE EXAM
US ABDOMEN LTD
US ABDOMEN LTD W/DOPPLER
US ABDOMINAL AORTA
US ABDOMINAL COMPLETE
US ASCITES
US BIOPSY SOFT TISSUE SUPERFICIAL LOWER EXTREMITY
"US BREAST BIL, COMP"
US BX SOFT TISSUE NECK/THORAX
US CHEST/MEDIASTINUM
US DOPPLER COMPLETE ABDOMINAL
"US DOPPLER LTD (ABDOMEN,PELVIS,SCROTAL,RETROPERITONEAL)"
US GUIDED BIOPSY ABDOMINAL/PELVIC MASS
US GUIDED FNA
US GUIDED FNA ADDTL LESION
US GUIDED FNA THYROID
US GUIDED LIVER BIOPSY
US GUIDED LYMPH NODE CORE BIOPSY
US GUIDED THYROID CORE BIOPSY
US LIVER TRANSPLANT W DOPPLER
US PEDS ABDOMEN LTD
US PEDS ABDOMEN LTD W DOPPLER
US PEDS RENAL COMPLETE
US RENAL COMPLETE WITH BLADDER
US RENAL LTD
US RENAL LTD WO BLADDER
US RENAL TRANSPLANT W DOPPLER
US SOFT TISSUE ABD WALL/LOWER BACK
US SOFT TISSUE CHEST WALL/UPPER BACK
US SOFT TISSUE EXTREMITY/GROIN
US SOFT TISSUE HEAD/NECK
US TECHNOLOGIST GUIDANCE
US TESTICULAR/SCROTUM
US TESTICULAR/SCROTUM W/DOPPLER COMPLETE
US THYROID
US THYROID W/NODE MAPPING
US URINARY BLADDER
"VUS ANK PRESS, BILATERAL"
VUS AOIL IVC DUPLEX
"VUS AOIL IVC DUPLEX, LTD"
"VUS ARTDUP LE, BIL"
"VUS ARTDUP UE, BIL"
"VUS CAROTID DUPLEX, BIL"
VUS DUP PSEUDO INJECT
VUS HEMODIALYSIS DUPLEX
VUS MESENTERIC DUPLEX
"VUS MESENTERIC DUPLEX, LTD"
VUS RENAL DUPLEX
"VUS RENAL DUPLEX, LTD"
VUS TRANSCRANIAL DOPPLER COMPLETE
"VUS UNI ANK PRESS, LT"
"VUS UNI ANK PRESS, RT"
"VUS UNI ARTDUP LE, LT"
"VUS UNI ARTDUP LE, RT"
"VUS UNI ARTDUP UE, LT"
"VUS UNI ARTDUP UE, RT"
"VUS UNI CAR DUPLEX, LT"
"VUS UNI CAR DUPLEX, RT"
"VUS UNI VENDUP LE, LT DVT"
"VUS UNI VENDUP LE, RT DVT"
"VUS UNI VENDUP UE, LT"
"VUS UNI VENDUP UE, RT"
"VUS VENDUP LE, BIL"
"VUS VENDUP UE, BIL"
XR ABD COMPL W ERECT AND OR DECUB MIN 2V
XR ABDOMEN 1V LINE PLCMNT - INITIAL ONLY
XR ABDOMEN 2 VIEW
XR ABDOMEN COMPLETE W UPRIGHT CHEST MIN 3V
XR ABDOMEN SINGLE AP VIEW
"XR ANKLE 3 VIEWS MIN, LT"
"XR ANKLE 3 VIEWS MIN, RT"
"XR ASP/INJ MAJOR JOINT, BIL"
XR BARIUM ENEMA SINGLE CONTRAST
XR CERVICAL SPINE 2 OR 3 VIEWS
XR CERVICAL SPINE 4-5 VIEWS
XR CHEST 1 VIEW
XR CHEST 1V LINE PLCMNT - INITIAL ONLY
XR CHEST AP/LAT AND APICAL LORDOTIC
XR CHEST PA/LATERAL
"XR CLAVICLE, LT"
XR CYSTOGRAM 3V MIN
"XR ELBOW 3 VIEWS MIN, LT"
"XR ELBOW 3 VIEWS MIN, RT"
XR ESOPHAGRAM
XR ESOPHAGRAM SINGLE
"XR FEMUR 1 VIEW, LT"
"XR FEMUR 2 VIEWS MIN, RT"
"XR FEMUR 2 VIEWS, LT"
XR FLUOROSCOPY < 1 HR
"XR FOOT 2 VIEWS MIN, RT"
"XR FOOT 3 VIEWS MIN, LT"
"XR FOOT 3 VIEWS MIN, RT"
"XR FOREARM 2  VIEWS, RT"
"XR HAND 3 VIEWS MIN, LT"
"XR HAND 3 VIEWS MIN, RT"
"XR HEEL/OS CALCIS 2 VIEWS MIN, LT"
"XR HIP 1 VIEW, LT"
"XR HIP 1V, RT W/PELVIS"
"XR HIP 2-3V, LT"
"XR HIP 2-3V, LT W/PELVIS"
"XR HIP 2-3V, RT"
"XR HIP 2-3V, RT W/PELVIS"
XR HIPS BIL 2V W/AP PELVIS
"XR HUMERUS 2 VIEWS MIN, LT"
"XR HUMERUS 2 VIEWS MIN, RT"
"XR KNEE 1 OR 2 VIEWS, LT"
"XR KNEE 1 OR 2 VIEWS, RT"
"XR KNEE 3 VIEWS, LT"
"XR KNEE 3 VIEWS, RT"
"XR KNEE 4 OR MORE VIEWS, LT"
"XR KNEE 4 OR MORE VIEWS, RT"
XR LOOPOGRAM
XR LUMBAR PUNCTURE DIAGNOSTIC
XR LUMBAR SPINE 2-3 VIEWS
XR LUMBAR SPINE 4 VIEWS MIN
XR MANDIBLE (PANOREX)
XR MANDIBLE 4 VIEWS MIN
XR NECK SOFT TISSUE
XR OPM
XR OR IMAGE INTENSIFIER > 1 HR
XR OR IMAGE INTENSIFIER LESS THAN 1 HR
XR OSSEOUS SURVEY COMPLETE
XR PAIN CLINIC FLUORO INJECT
XR PEDS CHEST PA/LAT
XR PEDS PORT ABDOMEN 1V LINE PLCMNT-INITIAL ONLY
XR PEDS PORT ABDOMEN AP 1 VIEW
XR PEDS PORT CHEST 1 VIEW
XR PEDS PORT CHEST 1V LINE PLCMNT-INITIAL ONLY
XR PELVIS 1-2 VIEWS
XR PELVIS 3 VIEWS MIN
XR PORT 2V ABD W CONTRAST
XR PORT ABD 1V TUBE PLACEMENT ADJUSTMENT
XR PORT ABD 1V TUBE PLACEMENT INITIAL
XR PORT ABD COMP DECUB AND OR ERCT MIN2V
XR PORT ABDOMEN 1V LINE PLCMNT - INITIAL ONLY
