GEOID,year,vp_mean
37039,2018,1301.15625
37171,2018,1256.572021484375
37093,2018,1579.9345703125
37105,2018,1499.4033203125
37173,2018,1146.9766845703125
37015,2018,1543.1114501953125
37175,2018,1203.917724609375
18083,2018,1309.1348876953125
18183,2018,1077.0406494140625
18089,2018,1095.1239013671875
18051,2018,1331.099609375
18071,2018,1270.6710205078125
18061,2018,1309.5321044921875
21071,2018,1243.8499755859375
20123,2018,1044.3067626953125
21043,2018,1254.26171875
21085,2018,1315.972412109375
21011,2018,1276.896484375
21099,2018,1321.5245361328125
20149,2018,1116.0941162109375
21189,2018,1282.80029296875
21003,2018,1375.92578125
21109,2018,1292.63427734375
21205,2018,1273.5572509765625
21147,2018,1330.4564208984375
21031,2018,1348.3270263671875
20203,2018,788.8009033203125
17031,2018,1121.8499755859375
17027,2018,1317.1123046875
17079,2018,1271.708984375
17171,2018,1220.51220703125
17185,2018,1311.9591064453125
17047,2018,1299.9072265625
39043,2018,1176.7017822265625
06001,2018,850.17950439453125
06081,2018,812.17510986328125
06065,2018,825.72076416015625
06095,2018,818.1356201171875
06103,2018,865.95440673828125
06111,2018,735.8250732421875
06083,2018,800.60491943359375
36081,2018,1329.85302734375
06093,2018,645.62872314453125
06115,2018,838.62493896484375
06033,2018,848.348876953125
06061,2018,749.2239990234375
06005,2018,822.64013671875
06043,2018,766.5947265625
08029,2018,488.0562438964844
12119,2018,1995.038818359375
12069,2018,2047.12744140625
08069,2018,574.75823974609375
09009,2018,1125.55419921875
09007,2018,1129.681884765625
12079,2018,1824.2738037109375
12127,2018,2135.155517578125
12099,2018,2281.9951171875
12113,2018,1866.71435546875
12125,2018,1867.8685302734375
12093,2018,2071.108642578125
08083,2018,513.332763671875
42033,2018,976.2938232421875
42125,2018,1132.1966552734375
42031,2018,983.27142333984375
42097,2018,1086.9954833984375
42061,2018,1108.5361328125
55099,2018,755.6456298828125
55121,2018,949.23822021484375
55075,2018,792.60003662109375
55001,2018,911.7093505859375
30051,2018,510.0002746582031
30005,2018,516.71160888671875
30077,2018,576.35980224609375
30057,2018,552.99267578125
30003,2018,734.155517578125
30073,2018,573.0494384765625
30045,2018,632.33807373046875
30009,2018,614.55181884765625
30085,2018,580.15020751953125
30069,2018,727.25579833984375
49035,2018,706.5018310546875
49011,2018,687.0384521484375
01097,2018,1847.8536376953125
49025,2018,587.443603515625
01033,2018,1493.0882568359375
01041,2018,1725.9473876953125
01065,2018,1637.781005859375
01109,2018,1704.9984130859375
36011,2018,983.76007080078125
36025,2018,850.64227294921875
36115,2018,927.30438232421875
48029,2018,1726.3193359375
48423,2018,1677.249755859375
48201,2018,2019.171630859375
48471,2018,1807.307373046875
48257,2018,1699.5657958984375
48223,2018,1623.93017578125
48321,2018,2010.252685546875
48473,2018,1913.192626953125
48215,2018,1774.9942626953125
48323,2018,1175.0596923828125
48187,2018,1679.57470703125
48343,2018,1611.2362060546875
48389,2018,837.81573486328125
48071,2018,2098.404296875
48351,2018,1831.107666015625
48057,2018,2054.306884765625
48455,2018,1778.6109619140625
40017,2018,1338.977294921875
40135,2018,1474.041259765625
40117,2018,1360.921142578125
40101,2018,1486.7139892578125
40127,2018,1432.5054931640625
40075,2018,1328.15185546875
41023,2018,566.47918701171875
41061,2018,655.921630859375
41007,2018,896.4114990234375
41003,2018,741.896240234375
41015,2018,851.73480224609375
01131,2018,1672.2890625
01079,2018,1489.9337158203125
01035,2018,1730.4019775390625
05067,2018,1499.7811279296875
05001,2018,1579.31982421875
05011,2018,1592.5986328125
05025,2018,1566.9173583984375
05099,2018,1537.97802734375
48273,2018,1862.3929443359375
48179,2018,939.545654296875
48195,2018,939.916259765625
48379,2018,1613.9716796875
48277,2018,1614.0433349609375
45063,2018,1618.622314453125
45051,2018,1660.5238037109375
45013,2018,1885.3634033203125
45045,2018,1470.234619140625
45069,2018,1593.59765625
45021,2018,1416.2703857421875
45007,2018,1523.87939453125
45087,2018,1469.0120849609375
45027,2018,1611.09228515625
45061,2018,1573.00244140625
45039,2018,1514.071044921875
45017,2018,1616.248779296875
45043,2018,1709.773193359375
21181,2018,1272.5521240234375
22103,2018,1921.614013671875
47037,2018,1424.7862548828125
47045,2018,1475.2882080078125
47129,2018,1327.969482421875
46023,2018,929.3934326171875
47163,2018,1244.8114013671875
47055,2018,1415.3143310546875
47107,2018,1398.18896484375
47031,2018,1364.470703125
46055,2018,804.6689453125
47173,2018,1348.6741943359375
47189,2018,1393.2615966796875
46079,2018,899.9176025390625
20151,2018,1108.83984375
47097,2018,1515.4833984375
47079,2018,1452.1356201171875
56039,2018,479.74517822265625
56029,2018,518.01776123046875
54043,2018,1248.0963134765625
54001,2018,1124.500244140625
54037,2018,1215.1864013671875
54049,2018,1135.5574951171875
54109,2018,1166.86181640625
54005,2018,1204.0482177734375
16005,2018,548.50335693359375
04001,2018,533.889404296875
12045,2018,1908.8167724609375
12123,2018,1885.3018798828125
29201,2018,1429.355712890625
29069,2018,1486.1705322265625
29129,2018,1094.507568359375
29031,2018,1361.247314453125
25027,2018,1002.4741821289062
26163,2018,1098.6207275390625
26021,2018,1070.37451171875
26077,2018,1043.6011962890625
26033,2018,741.9512939453125
26071,2018,648.08428955078125
37055,2018,1739.9566650390625
48443,2018,1048.8704833984375
48205,2018,769.99224853515625
04013,2018,1068.37890625
27167,2018,784.2138671875
27133,2018,923.7406005859375
27119,2018,706.0599365234375
27069,2018,634.830078125
27125,2018,686.9468994140625
27023,2018,883.29876708984375
26097,2018,761.9844970703125
38067,2018,616.736572265625
48405,2018,1734.3299560546875
48119,2018,1647.4246826171875
22019,2018,1954.4986572265625
22005,2018,1994.35595703125
22071,2018,2071.361572265625
22113,2018,1994.3426513671875
22043,2018,1758.57421875
38005,2018,625.07745361328125
38097,2018,694.36834716796875
38095,2018,608.42047119140625
38037,2018,687.9453125
28093,2018,1503.1077880859375
28001,2018,1731.3218994140625
28121,2018,1678.3157958984375
28143,2018,1595.792236328125
28095,2018,1558.6451416015625
28039,2018,1819.7125244140625
28087,2018,1599.55517578125
28163,2018,1677.4857177734375
28053,2018,1683.977783203125
16061,2018,760.0672607421875
16079,2018,648.8182373046875
16077,2018,549.41680908203125
25011,2018,930.82061767578125
51121,2018,1156.686767578125
51075,2018,1339.4425048828125
51093,2018,1476.281005859375
51137,2018,1313.107421875
51023,2018,1209.01025390625
51009,2018,1232.77001953125
51007,2018,1356.22119140625
51097,2018,1452.5087890625
51081,2018,1450.2225341796875
32011,2018,463.279296875
29197,2018,1067.873779296875
48301,2018,813.97381591796875
48155,2018,1263.0675048828125
31015,2018,928.3052978515625
23021,2018,726.2879638671875
16025,2018,527.7794189453125
08107,2018,456.448486328125
08097,2018,463.4950866699219
08117,2018,436.4139404296875
08053,2018,409.8655090332031
08023,2018,369.7666320800781
08065,2018,383.31195068359375
08057,2018,399.8522644042969
13073,2018,1603.7864990234375
13205,2018,1748.79052734375
34007,2018,1295.1973876953125
34027,2018,1120.4439697265625
34017,2018,1329.4039306640625
34001,2018,1360.286376953125
34025,2018,1221.9083251953125
34011,2018,1346.3087158203125
34019,2018,1146.8629150390625
35045,2018,438.3101806640625
35017,2018,759.8642578125
35007,2018,499.0764465332031
35051,2018,687.8167724609375
35055,2018,439.8289794921875
01089,2018,1469.61865234375
01117,2018,1600.4154052734375
01121,2018,1539.4439697265625
01073,2018,1587.660400390625
53027,2018,904.79595947265625
53049,2018,915.107421875
01055,2018,1513.2735595703125
53011,2018,826.95281982421875
53073,2018,799.4454345703125
51107,2018,1260.3836669921875
13319,2018,1612.6444091796875
13021,2018,1612.187255859375
13143,2018,1435.6566162109375
13151,2018,1562.2413330078125
13215,2018,1620.5718994140625
13113,2018,1564.53369140625
13025,2018,1802.6868896484375
13301,2018,1563.6456298828125
13123,2018,1411.5445556640625
13183,2018,1796.7606201171875
13277,2018,1721.390869140625
13291,2018,1275.2374267578125
13263,2018,1571.51953125
13265,2018,1558.9161376953125
37069,2018,1447.3436279296875
37123,2018,1502.852294921875
37199,2018,1087.4580078125
37155,2018,1591.3330078125
37167,2018,1491.506103515625
37161,2018,1367.72314453125
37065,2018,1517.455078125
37041,2018,1557.33203125
37149,2018,1386.77783203125
37113,2018,1174.2926025390625
37007,2018,1544.3564453125
37023,2018,1327.0301513671875
37121,2018,1108.5205078125
19075,2018,976.51995849609375
19149,2018,961.3948974609375
19117,2018,1052.07958984375
19025,2018,996.71728515625
19111,2018,1129.58056640625
18117,2018,1245.1192626953125
19163,2018,1075.3380126953125
19131,2018,937.96209716796875
18125,2018,1309.37109375
18027,2018,1287.9287109375
18123,2018,1299.3656005859375
20043,2018,1113.43505859375
20145,2018,1052.36474609375
21209,2018,1295.11865234375
21107,2018,1419.05712890625
21017,2018,1281.4122314453125
21079,2018,1319.113525390625
21049,2018,1285.6876220703125
21051,2018,1275.3416748046875
20119,2018,962.83551025390625
21239,2018,1318.239501953125
20071,2018,732.8519287109375
21005,2018,1330.0220947265625
21165,2018,1282.4300537109375
17163,2018,1338.919677734375
17089,2018,1033.7657470703125
17167,2018,1200.3868408203125
17017,2018,1187.8603515625
17161,2018,1092.48193359375
17177,2018,979.6947021484375
17109,2018,1131.7945556640625
17129,2018,1178.0462646484375
17125,2018,1166.177490234375
39093,2018,1170.626953125
39061,2018,1248.635986328125
39007,2018,1095.6593017578125
39167,2018,1182.49267578125
39123,2018,1160.095458984375
39079,2018,1198.7479248046875
06037,2018,845.54473876953125
06087,2018,801.89813232421875
06039,2018,742.6163330078125
06019,2018,713.690673828125
06097,2018,854.82855224609375
06099,2018,832.7947998046875
06107,2018,687.77276611328125
06013,2018,867.73968505859375
06047,2018,794.87677001953125
36047,2018,1320.834716796875
36005,2018,1329.58740234375
06105,2018,725.8795166015625
36119,2018,1179.0626220703125
36071,2018,1063.5732421875
06025,2018,895.34320068359375
51019,2018,1256.15234375
01001,2018,1650.6903076171875
53009,2018,859.07598876953125
53071,2018,675.9486083984375
51089,2018,1281.0072021484375
53007,2018,584.65130615234375
53025,2018,564.29461669921875
53057,2018,808.407958984375
53037,2018,579.91455078125
01107,2018,1604.205810546875
53043,2018,562.28369140625
33015,2018,973.868408203125
33007,2018,714.2718505859375
32031,2018,569.874267578125
31071,2018,892.589111328125
31155,2018,1024.9891357421875
31089,2018,908.75067138671875
31183,2018,901.51318359375
24039,2018,1485.274658203125
24037,2018,1457.4161376953125
21111,2018,1398.99267578125
22051,2018,2159.28125
51159,2018,1463.5211181640625
51133,2018,1489.1773681640625
51057,2018,1435.5830078125
21135,2018,1255.703369140625
22031,2018,1712.8143310546875
22029,2018,1744.1688232421875
22111,2018,1628.6939697265625
21007,2018,1419.305419921875
51103,2018,1492.8101806640625
21133,2018,1215.3055419921875
23003,2018,712.0496826171875
21121,2018,1289.676513671875
21167,2018,1323.8167724609375
21179,2018,1340.96337890625
21125,2018,1311.936279296875
21097,2018,1276.33740234375
21029,2018,1371.6024169921875
51143,2018,1292.3074951171875
21217,2018,1328.079833984375
51099,2018,1396.3709716796875
21159,2018,1259.13720703125
21123,2018,1312.04052734375
22109,2018,2116.1904296875
24001,2018,1095.9158935546875
24003,2018,1451.40966796875
24029,2018,1403.687744140625
24013,2018,1237.614990234375
25009,2018,1033.537353515625
25013,2018,997.339111328125
24047,2018,1476.149658203125
25025,2018,1119.5257568359375
37127,2018,1481.2325439453125
37099,2018,1133.0614013671875
37115,2018,1156.1005859375
37079,2018,1563.027587890625
37147,2018,1570.880859375
42101,2018,1287.744873046875
42049,2018,1043.2266845703125
42091,2018,1210.8602294921875
42079,2018,1013.6654663085938
42095,2018,1100.1866455078125
42043,2018,1133.6978759765625
42071,2018,1212.1588134765625
42013,2018,1068.6241455078125
42035,2018,953.75762939453125
42055,2018,1164.0050048828125
42067,2018,1095.259521484375
44007,2018,1077.61669921875
42051,2018,1089.6014404296875
44009,2018,1113.745361328125
55061,2018,904.871337890625
55011,2018,938.43243408203125
48213,2018,1698.310791015625
48037,2018,1580.798828125
48331,2018,1683.658203125
48315,2018,1627.609130859375
48081,2018,1271.7215576171875
48475,2018,915.52203369140625
48163,2018,1575.83837890625
48313,2018,1732.1156005859375
48083,2018,1431.9058837890625
48289,2018,1664.0740966796875
48005,2018,1756.125
40143,2018,1445.2862548828125
40089,2018,1462.2742919921875
40113,2018,1317.6702880859375
40087,2018,1469.1177978515625
40141,2018,1333.17138671875
40095,2018,1561.656005859375
40077,2018,1434.1536865234375
40055,2018,1152.2213134765625
40151,2018,1214.833251953125
41047,2018,743.15618896484375
41057,2018,904.30224609375
41065,2018,623.488037109375
41043,2018,743.6109619140625
41021,2018,614.746337890625
41063,2018,709.65191650390625
41017,2018,443.7647705078125
01119,2018,1647.2342529296875
05039,2018,1539.0328369140625
05013,2018,1569.0675048828125
05081,2018,1560.5653076171875
05029,2018,1431.880615234375
16087,2018,627.73480224609375
05003,2018,1613.63818359375
05103,2018,1550.364013671875
05019,2018,1516.158935546875
05073,2018,1593.468994140625
05063,2018,1412.4595947265625
05147,2018,1575.4427490234375
05093,2018,1545.7581787109375
06003,2018,499.6180114746094
05091,2018,1619.12109375
05095,2018,1564.2763671875
05017,2018,1639.3021240234375
16081,2018,600.6275634765625
48477,2018,1808.518310546875
48075,2018,1207.7916259765625
48487,2018,1332.862548828125
48333,2018,1419.630859375
48411,2018,1498.00927734375
48419,2018,1691.5169677734375
48105,2018,1170.4873046875
48051,2018,1731.6761474609375
55111,2018,931.2418212890625
55003,2018,731.65966796875
55023,2018,964.5516357421875
55037,2018,681.9061279296875
55051,2018,714.7169189453125
30093,2018,547.92724609375
30037,2018,658.21026611328125
30083,2018,652.7071533203125
30059,2018,602.18182373046875
30047,2018,636.0587158203125
30061,2018,650.797119140625
30015,2018,581.1126708984375
49043,2018,418.1123352050781
49003,2018,546.04461669921875
49051,2018,530.6553955078125
49005,2018,555.73614501953125
49001,2018,542.39300537109375
49047,2018,419.1249694824219
49019,2018,559.7071533203125
01025,2018,1674.6943359375
01039,2018,1774.188232421875
01099,2018,1701.4027099609375
01005,2018,1683.8416748046875
01085,2018,1697.635009765625
01051,2018,1657.9078369140625
36075,2018,946.99249267578125
36069,2018,991.8248291015625
36117,2018,1021.40283203125
36051,2018,974.29388427734375
36027,2018,1044.39013671875
36077,2018,877.4239501953125
36113,2018,840.0970458984375
36009,2018,924.384033203125
48113,2018,1670.3262939453125
48085,2018,1644.2724609375
48453,2018,1699.872314453125
48181,2018,1572.7828369140625
48141,2018,791.93353271484375
48039,2018,2104.7861328125
48409,2018,1905.9456787109375
48199,2018,1880.5257568359375
06101,2018,824.11468505859375
06027,2018,661.66204833984375
06109,2018,655.95635986328125
36013,2018,986.65283203125
06011,2018,819.7987060546875
06057,2018,735.778076171875
36017,2018,905.10699462890625
06015,2018,838.15777587890625
08005,2018,650.97833251953125
12095,2018,2109.906982421875
12101,2018,2111.28466796875
12071,2018,2098.537353515625
12105,2018,2082.267822265625
08051,2018,395.853759765625
09011,2018,1140.027587890625
10001,2018,1401.490234375
11001,2018,1397.908447265625
08113,2018,444.7688903808594
12009,2018,2160.583251953125
12097,2018,2080.656494140625
12063,2018,1817.6297607421875
12017,2018,1975.853515625
12015,2018,2106.273193359375
42089,2018,1007.548095703125
12049,2018,2054.375
12077,2018,1842.9862060546875
12013,2018,1836.0350341796875
12047,2018,1806.3739013671875
12129,2018,1882.6116943359375
29095,2018,1248.6602783203125
29033,2018,1167.049072265625
29029,2018,1300.623779296875
29123,2018,1279.7235107421875
29023,2018,1412.8426513671875
29103,2018,1112.3470458984375
29171,2018,1047.8177490234375
29157,2018,1304.5262451171875
29003,2018,1085.7547607421875
25017,2018,1048.092041015625
26003,2018,719.758544921875
26063,2018,926.27508544921875
26129,2018,822.9544677734375
26109,2018,797.81451416015625
26073,2018,911.93878173828125
26055,2018,886.8917236328125
26013,2018,672.90850830078125
26141,2018,822.82232666015625
48063,2018,1601
48115,2018,911.4114990234375
48287,2018,1759.8206787109375
27075,2018,645.757080078125
04009,2018,857.966064453125
04007,2018,874.89361572265625
04021,2018,1059.8612060546875
16039,2018,533.142578125
27137,2018,647.0733642578125
27061,2018,675.67584228515625
27145,2018,821.00384521484375
27103,2018,932.44647216796875
27127,2018,926.47003173828125
27097,2018,793.89678955078125
27089,2018,651.13372802734375
27147,2018,933.93585205078125
27031,2018,607.83905029296875
27011,2018,841.359619140625
38105,2018,619.46142578125
38019,2018,595.7762451171875
22069,2018,1763.1611328125
22063,2018,1955.99609375
22099,2018,1954.3284912109375
22015,2018,1652.011474609375
22127,2018,1729.2957763671875
22079,2018,1784.2293701171875
22091,2018,1858.486572265625
22115,2018,1792.3531494140625
22001,2018,1906.0096435546875
22045,2018,1972.5528564453125
22025,2018,1722.9766845703125
22047,2018,1948.15673828125
38099,2018,643.56243896484375
38071,2018,615.2823486328125
38031,2018,677.1300048828125
38085,2018,716.499267578125
54013,2018,1139.218994140625
54007,2018,1140.40478515625
22081,2018,1732.13427734375
28045,2018,1932.263427734375
48407,2018,1838.2530517578125
48387,2018,1560.012939453125
48055,2018,1688.615966796875
45035,2018,1713.42578125
45083,2018,1461.595458984375
45073,2018,1442.078857421875
45047,2018,1519.73486328125
45079,2018,1600.00439453125
45031,2018,1587.0908203125
45057,2018,1521.56005859375
45055,2018,1549.37890625
45049,2018,1691.80810546875
45067,2018,1624.6630859375
21065,2018,1290.132080078125
22055,2018,1921.3468017578125
47003,2018,1390.689453125
47035,2018,1287.078857421875
47053,2018,1434.6083984375
47159,2018,1377.0877685546875
47165,2018,1389.4678955078125
47149,2018,1384.4539794921875
46123,2018,881.52850341796875
46093,2018,769.38031005859375
46071,2018,842.40582275390625
46075,2018,834.392822265625
47065,2018,1469.5977783203125
47089,2018,1380.8251953125
47005,2018,1443.0135498046875
47185,2018,1352.9959716796875
47041,2018,1367.61376953125
47001,2018,1367.431640625
47029,2018,1289.3414306640625
47145,2018,1402.037353515625
47009,2018,1363.5006103515625
47147,2018,1399.7655029296875
47141,2018,1339.7691650390625
47043,2018,1378.270263671875
47011,2018,1462.8822021484375
46085,2018,866.7042236328125
47091,2018,1118.4239501953125
20001,2018,1265.4716796875
47135,2018,1389.3052978515625
47183,2018,1431.79443359375
47143,2018,1359.70947265625
47127,2018,1403.7432861328125
47175,2018,1307.3465576171875
56033,2018,636.39031982421875
56003,2018,514.66265869140625
54107,2018,1190.01513671875
54059,2018,1223.82958984375
54011,2018,1256.4981689453125
54067,2018,1081.895263671875
54083,2018,1010.9617309570312
54003,2018,1191.04345703125
54053,2018,1209.98291015625
54041,2018,1158.91357421875
54073,2018,1167.517822265625
54027,2018,1109.633056640625
13219,2018,1517.486328125
13237,2018,1548.06396484375
04012,2018,925.6864013671875
13201,2018,1786.8438720703125
51149,2018,1433.306640625
51157,2018,1226.5926513671875
51067,2018,1254.1026611328125
51087,2018,1409.798583984375
51017,2018,1079.9676513671875
51141,2018,1237.352294921875
51177,2018,1338.3447265625
51037,2018,1334.76171875
51109,2018,1331.5390625
51101,2018,1440.8656005859375
51033,2018,1380.5081787109375
51181,2018,1466.993896484375
51678,2018,1202.7232666015625
13135,2018,1537.74072265625
13103,2018,1753.58203125
13067,2018,1497.81494140625
13089,2018,1551.94775390625
13153,2018,1661.3359375
13229,2018,1784.5421142578125
13077,2018,1537.4437255859375
13317,2018,1554.2320556640625
13217,2018,1532.170654296875
13019,2018,1737.37841796875
19195,2018,941.14886474609375
19029,2018,994.34454345703125
20169,2018,1103.6031494140625
21203,2018,1319.5245361328125
21193,2018,1250.0626220703125
21069,2018,1271.322998046875
21183,2018,1340.70166015625
21175,2018,1281.8194580078125
20105,2018,1074.1617431640625
21063,2018,1264.1689453125
17097,2018,1035.6087646484375
39035,2018,1142.400146484375
39075,2018,1108.211181640625
39095,2018,1125.7210693359375
06071,2018,764.81634521484375
06041,2018,874.01904296875
36053,2018,910.5909423828125
36029,2018,1031.753662109375
06063,2018,591.2899169921875
06079,2018,763.4771728515625
36103,2018,1234.087646484375
06009,2018,831.88629150390625
36065,2018,909.6168212890625
08035,2018,637.9193115234375
12057,2018,2184.70361328125
12117,2018,2117.439208984375
09003,2018,1070.82373046875
12055,2018,2012.5594482421875
08013,2018,665.2625732421875
12031,2018,2023.0743408203125
12107,2018,2017.589111328125
08093,2018,398.04705810546875
08055,2018,542.22021484375
12109,2018,2110.033203125
42045,2018,1273.6517333984375
42111,2018,1023.9373779296875
42103,2018,983.0140380859375
42027,2018,974.0020751953125
44003,2018,1087.5509033203125
55059,2018,985.76019287109375
30027,2018,672.180908203125
30081,2018,617.32843017578125
30049,2018,585.88592529296875
30087,2018,744.900634765625
30001,2018,515.70880126953125
30013,2018,624.52069091796875
30007,2018,625.82843017578125
30055,2018,625.26025390625
49057,2018,611.35003662109375
49049,2018,607.7252197265625
49017,2018,512.14630126953125
01003,2018,1876.798095703125
13079,2018,1612.2625732421875
13001,2018,1757.6480712890625
28007,2018,1567.364990234375
13283,2018,1669.365478515625
48073,2018,1712.5777587890625
34029,2018,1271.5489501953125
34033,2018,1332.575439453125
35039,2018,438.0434265136719
35043,2018,502.26251220703125
28149,2018,1707.135986328125
35021,2018,630.38629150390625
01129,2018,1716.619873046875
53061,2018,843.98773193359375
51015,2018,1124.5601806640625
53055,2018,842.10345458984375
51031,2018,1282.8077392578125
53063,2018,610.85687255859375
51051,2018,1190.053955078125
51195,2018,1189.867919921875
53015,2018,835.24847412109375
33009,2018,783.2720947265625
32019,2018,437.507568359375
24017,2018,1397.1507568359375
21095,2018,1184.8201904296875
21047,2018,1420.2449951171875
23013,2018,908.94940185546875
23015,2018,910.459716796875
22035,2018,1684.0689697265625
21027,2018,1296.3404541015625
21127,2018,1262.0465087890625
21151,2018,1301.951904296875
21231,2018,1347.2750244140625
51191,2018,1172.282958984375
24025,2018,1294.871826171875
24015,2018,1301.05029296875
37089,2018,1249.3291015625
37027,2018,1303.888916015625
37133,2018,1629.4202880859375
37067,2018,1384.687255859375
37193,2018,1270.5264892578125
37111,2018,1280.6044921875
37117,2018,1560.526123046875
37059,2018,1361.11181640625
37103,2018,1601.396484375
32015,2018,501.23504638671875
28047,2018,1908.0145263671875
28029,2018,1717.884765625
28011,2018,1643.253662109375
28033,2018,1559.686767578125
28103,2018,1619.09912109375
28083,2018,1650.045166015625
28137,2018,1553.249267578125
48311,2018,1575.9996337890625
16043,2018,553.27069091796875
16035,2018,680.11614990234375
16029,2018,528.92266845703125
16059,2018,559.785400390625
16083,2018,513.37249755859375
16003,2018,614.14306640625
16031,2018,560.53948974609375
48229,2018,723.17840576171875
50009,2018,740.327880859375
29113,2018,1255.63818359375
29013,2018,1269.8470458984375
29205,2018,1178.01904296875
26115,2018,1093.7227783203125
26125,2018,1005.8385009765625
26099,2018,1047.17041015625
26103,2018,697.48468017578125
18023,2018,1120.5777587890625
48449,2018,1575.2662353515625
27053,2018,938.95703125
27071,2018,651.040283203125
27013,2018,952.74822998046875
27015,2018,938.98504638671875
27073,2018,877.16680908203125
37053,2018,1662.4266357421875
38017,2018,730.91595458984375
37177,2018,1647.926025390625
48395,2018,1653.022216796875
22013,2018,1657.5208740234375
22037,2018,1852.79736328125
22053,2018,1925.6759033203125
22039,2018,1837.27294921875
22009,2018,1798.5880126953125
38055,2018,680.122314453125
54093,2018,1004.73974609375
48501,2018,809.237060546875
28161,2018,1519.8387451171875
16041,2018,534.9093017578125
50021,2018,825.67413330078125
51163,2018,1166.9730224609375
51145,2018,1340.8564453125
51035,2018,1169.6483154296875
51630,2018,1359.418701171875
51005,2018,1132.4541015625
31117,2018,853.9320068359375
23007,2018,722.58709716796875
08037,2018,489.5346374511719
08091,2018,423.97735595703125
08027,2018,453.6558532714844
31103,2018,909.381103515625
08111,2018,425.07501220703125
01101,2018,1724.673828125
51063,2018,1153.923828125
51167,2018,1170.4530029296875
51047,2018,1303.05224609375
53041,2018,793.7177734375
51003,2018,1275.7967529296875
13195,2018,1498.489013671875
13039,2018,1905.920166015625
13033,2018,1620.640869140625
13127,2018,1905.08349609375
13185,2018,1767.0960693359375
13105,2018,1526.1026611328125
37165,2018,1589.45751953125
19045,2018,1038.3154296875
19147,2018,966.3538818359375
18173,2018,1353.2069091796875
18019,2018,1360.0953369140625
19063,2018,944.16217041015625
20081,2018,881.35919189453125
21115,2018,1264.9874267578125
21155,2018,1319.6748046875
17043,2018,1086.7239990234375
17153,2018,1406.3204345703125
17165,2018,1314.8729248046875
39049,2018,1214.1077880859375
06067,2018,848.639404296875
06073,2018,818.82379150390625
06089,2018,779.70123291015625
36045,2018,918.7960205078125
36105,2018,937.76300048828125
36031,2018,783.1422119140625
36107,2018,953.52825927734375
48245,2018,2071.760986328125
48499,2018,1599.3082275390625
48373,2018,1805.619140625
48427,2018,1819.7481689453125
48157,2018,2011.6650390625
48467,2018,1613.5950927734375
48465,2018,1283.40185546875
48481,2018,1953.5164794921875
48103,2018,1122.947509765625
48035,2018,1643.10205078125
48127,2018,1364.8768310546875
48175,2018,1814.7535400390625
40027,2018,1465.8929443359375
40145,2018,1468.6922607421875
40079,2018,1427.5792236328125
40067,2018,1471.1915283203125
41041,2018,898.09747314453125
41033,2018,711.987548828125
41067,2018,779.84051513671875
06051,2018,423.1150817871094
05075,2018,1422.531982421875
05057,2018,1544.950927734375
05131,2018,1463.167724609375
06091,2018,582.9207763671875
16033,2018,534.39569091796875
48007,2018,2016.7532958984375
48393,2018,957.8157958984375
48399,2018,1379.2113037109375
48015,2018,1889.23193359375
45003,2018,1620.97998046875
45019,2018,1873.4990234375
45041,2018,1614.0693359375
45077,2018,1434.5809326171875
45075,2018,1637.1136474609375
