GEOID,year,prcp_mean
37105,2018,2016.120361328125
37173,2018,2084.897216796875
37015,2018,1653.9078369140625
37175,2018,2856.02587890625
18083,2018,1477.7591552734375
18183,2018,1182.1524658203125
18089,2018,1063.6348876953125
18051,2018,1648.824462890625
18071,2018,1499.9638671875
18061,2018,1704.1170654296875
21071,2018,1704.0269775390625
20123,2018,939.711181640625
21043,2018,1669.7557373046875
21085,2018,1663.5643310546875
21011,2018,1946.384765625
21099,2018,1763.8504638671875
20149,2018,949.5997314453125
21189,2018,1837.5089111328125
21003,2018,1737.0975341796875
21109,2018,1989.10791015625
21205,2018,1886.12451171875
21147,2018,2065.655029296875
21031,2018,1515.70947265625
20203,2018,518.91033935546875
17031,2018,1220.3846435546875
17027,2018,1410.7215576171875
17079,2018,1549.2437744140625
17171,2018,1141.7193603515625
17185,2018,1584.061767578125
17047,2018,1642.803955078125
39043,2018,1157.9000244140625
06001,2018,442.03167724609375
06081,2018,680.419189453125
06065,2018,155.97352600097656
06095,2018,499.8088684082031
06103,2018,814.35076904296875
06111,2018,295.7181701660156
06083,2018,380.02532958984375
36081,2018,1680.1888427734375
06093,2018,721.7288818359375
06115,2018,862.2117919921875
06033,2018,912.05419921875
06061,2018,1117.8607177734375
06005,2018,891.77630615234375
06043,2018,805.2703857421875
08029,2018,359.7805480957031
12119,2018,1679.6356201171875
12069,2018,1616.6395263671875
08069,2018,505.1969299316406
09009,2018,1697.4681396484375
09007,2018,1771.1337890625
12079,2018,1848.642578125
12127,2018,1639.26611328125
12099,2018,1512.529541015625
12113,2018,1953.524169921875
12125,2018,1779.0191650390625
12093,2018,1231.48046875
08083,2018,328.5773620605469
42033,2018,1738.920166015625
42125,2018,1705.6693115234375
42031,2018,1654.55712890625
42097,2018,1874.9261474609375
42061,2018,1709.6253662109375
55099,2018,942.8306884765625
55121,2018,1078.8331298828125
55075,2018,879.4854736328125
55001,2018,1414.7943115234375
30051,2018,309.085205078125
30005,2018,334.99945068359375
30077,2018,821.4169921875
30057,2018,562.70660400390625
30003,2018,582.63330078125
30073,2018,440.4095764160156
30045,2018,569.11383056640625
30009,2018,552.5670166015625
30085,2018,349.73663330078125
30069,2018,420.23834228515625
49035,2018,545.0203857421875
49011,2018,361.7798156738281
01097,2018,1919.443603515625
49025,2018,276.1886291503906
01033,2018,1832.044677734375
01041,2018,1626.4171142578125
01065,2018,1811.7777099609375
01109,2018,1613.098876953125
36011,2018,1221.8211669921875
36025,2018,1692.5330810546875
36115,2018,1305.1268310546875
48029,2018,1044.3538818359375
48423,2018,1455.345703125
48201,2018,1631.581787109375
48471,2018,1751.2681884765625
48257,2018,1354.2161865234375
48223,2018,1495.337646484375
48321,2018,1499.5892333984375
48473,2018,1443.036376953125
48215,2018,767.07635498046875
48323,2018,642.39093017578125
48187,2018,858.77764892578125
48343,2018,1676.9381103515625
48389,2018,293.8036193847656
48071,2018,2001.81005859375
48351,2018,1986.682861328125
48057,2018,1513.1552734375
48455,2018,1767.253173828125
40017,2018,921.3284912109375
40135,2018,1446.2178955078125
40117,2018,867.77703857421875
40101,2018,1348.16748046875
40127,2018,1680.68359375
40075,2018,851.1998291015625
41023,2018,474.38702392578125
41061,2018,804.93426513671875
41007,2018,1946.467529296875
41003,2018,1266.09130859375
41015,2018,2016.0916748046875
01131,2018,1863.6090087890625
01079,2018,1757.0433349609375
01035,2018,1768.06201171875
05067,2018,1653.3687744140625
05001,2018,1675.08740234375
05011,2018,2032.924072265625
05025,2018,2144.5302734375
05099,2018,1852.197021484375
48273,2018,960.96051025390625
48179,2018,509.9580078125
48195,2018,549.3887939453125
48379,2018,1347.4302978515625
48277,2018,1570.73291015625
45063,2018,1409.2752685546875
45051,2018,1898.58984375
45013,2018,1399.29638671875
45045,2018,2007.5787353515625
45069,2018,1781.76416015625
45021,2018,1697.7342529296875
45007,2018,1666.959228515625
45087,2018,1550.3607177734375
45027,2018,1497.0694580078125
45061,2018,1552.2479248046875
45039,2018,1495.6038818359375
45017,2018,1508.0430908203125
45043,2018,1832.077392578125
21181,2018,1907.484619140625
22103,2018,1963.1585693359375
47037,2018,1741.0450439453125
47045,2018,1809.276611328125
47129,2018,1972.6793212890625
46023,2018,861.08026123046875
47163,2018,1533.234375
47055,2018,1760.8087158203125
47107,2018,2118.173583984375
47031,2018,1794.628662109375
46055,2018,478.83587646484375
47173,2018,1578.1861572265625
47189,2018,1775.855712890625
46079,2018,813.2076416015625
20151,2018,1052.0780029296875
47097,2018,1810.3243408203125
47079,2018,1708.1925048828125
56039,2018,928.47003173828125
56029,2018,642.97393798828125
54043,2018,1748.3013916015625
54001,2018,2027.017578125
54037,2018,1734.44775390625
54049,2018,1804.1734619140625
54109,2018,1649.601806640625
54005,2018,1824.3046875
16005,2018,428.8406677246094
04001,2018,302.06976318359375
12045,2018,1869.8175048828125
12123,2018,2151.0908203125
29201,2018,1562.4461669921875
29069,2018,1550.631591796875
29129,2018,1009.9612426757812
29031,2018,1580.1624755859375
25027,2018,1673.307861328125
26163,2018,1104.62841796875
26021,2018,1291.33251953125
26077,2018,1210.66162109375
26033,2018,901.9951171875
26071,2018,858.51580810546875
37055,2018,1727.3966064453125
48443,2018,521.270751953125
48205,2018,384.4681091308594
04013,2018,265.1617431640625
27167,2018,627.4522705078125
27133,2018,1090.4373779296875
27119,2018,595.9737548828125
27069,2018,453.7273254394531
27125,2018,581.695068359375
27023,2018,885.37408447265625
26097,2018,920.2593994140625
38067,2018,385.8393249511719
48405,2018,1972.196533203125
48119,2018,1584.9844970703125
22019,2018,1936.798095703125
22005,2018,1920.4083251953125
22071,2018,1808.2939453125
22113,2018,2060.43359375
22043,2018,1909.3721923828125
38005,2018,366.466064453125
38097,2018,562.4830322265625
38095,2018,454.8718566894531
38037,2018,444.537841796875
28093,2018,1938.551025390625
28001,2018,1745.578369140625
28121,2018,1995.0643310546875
28143,2018,1843.9869384765625
28095,2018,1731.820556640625
28039,2018,1820.403076171875
28087,2018,1642.7261962890625
28163,2018,1669.5439453125
28053,2018,1729.2117919921875
16061,2018,715.0218505859375
16079,2018,1224.6278076171875
16077,2018,407.1867980957031
25011,2018,1828.3848876953125
51121,2018,1465.5670166015625
51075,2018,1687.5384521484375
51093,2018,1522.524658203125
51137,2018,1873.53662109375
51023,2018,1724.7523193359375
51009,2018,1873.8712158203125
51007,2018,1623.2379150390625
51097,2018,1784.316650390625
51081,2018,1507.1927490234375
32011,2018,309.3051452636719
29197,2018,1005.6890869140625
48301,2018,317.6336364746094
48155,2018,687.71942138671875
31015,2018,942.3990478515625
23021,2018,1287.9189453125
16025,2018,499.54571533203125
08107,2018,573.0933837890625
08097,2018,683.33184814453125
08117,2018,626.82159423828125
08053,2018,496.380859375
08023,2018,265.1549377441406
08065,2018,542.4613037109375
08057,2018,556.1439208984375
13073,2018,1501.601806640625
13205,2018,1759.96630859375
34007,2018,1732.90234375
34027,2018,1895.566162109375
34017,2018,1734.640625
34001,2018,1782.18212890625
34025,2018,1875.2386474609375
34011,2018,1637.7568359375
34019,2018,1803.5501708984375
35045,2018,170.9315185546875
35017,2018,461.6219787597656
35007,2018,397.9179382324219
35051,2018,296.28411865234375
35055,2018,357.8221435546875
01089,2018,1671.6572265625
01117,2018,1820.1915283203125
01121,2018,1797.5174560546875
01073,2018,1838.067626953125
53027,2018,2630.65625
53049,2018,2253.1220703125
01055,2018,1682.0767822265625
53011,2018,1415.700439453125
53073,2018,2141.807861328125
51107,2018,1762.7841796875
13319,2018,1477.681884765625
13021,2018,1652.84912109375
13143,2018,1955.8939208984375
13151,2018,1752.32177734375
13215,2018,1867.269287109375
13113,2018,1775.3424072265625
13025,2018,1921.0186767578125
13301,2018,1424.751953125
13123,2018,2179.483642578125
13183,2018,1447.8072509765625
13277,2018,1633.6043701171875
13291,2018,2187.67138671875
13263,2018,1987.511474609375
13265,2018,1402.4102783203125
37069,2018,1563.7337646484375
37123,2018,1991.28662109375
37199,2018,2183.4375
37155,2018,1819.626953125
37167,2018,1840.5228271484375
37161,2018,2077.7568359375
37065,2018,1464.9024658203125
37041,2018,1626.207763671875
37149,2018,2300.0380859375
37113,2018,2349.031494140625
37007,2018,1898.8587646484375
37023,2018,2125.07177734375
37121,2018,2127.949462890625
19075,2018,1341.326416015625
19149,2018,1060.9757080078125
19117,2018,1095.111328125
19025,2018,1238.4827880859375
19111,2018,1144.8267822265625
18117,2018,1651.0992431640625
19163,2018,1205.4378662109375
19131,2018,1344.9158935546875
18125,2018,1589.4586181640625
18027,2018,1452.1436767578125
18123,2018,1774.2803955078125
20043,2018,975.341796875
20145,2018,841.29205322265625
21209,2018,2053.137451171875
21107,2018,1617.1885986328125
21017,2018,1947.72216796875
21079,2018,1902.4844970703125
21049,2018,1921.1435546875
21051,2018,1850.6256103515625
20119,2018,721.259765625
21239,2018,1876.094970703125
20071,2018,474.6296691894531
21005,2018,1827.3702392578125
21165,2018,1994.5830078125
17163,2018,1426.8043212890625
17089,2018,1197.340576171875
17167,2018,1210.67333984375
17017,2018,1212.3089599609375
17161,2018,1183.8541259765625
17177,2018,1307.419677734375
17109,2018,1194.7259521484375
17129,2018,1170.5003662109375
17125,2018,1161.5904541015625
39093,2018,1276.109130859375
39061,2018,1530.7518310546875
39007,2018,1226.3470458984375
39167,2018,1702.3194580078125
39123,2018,980.6279296875
39079,2018,1526.9654541015625
06037,2018,283.313720703125
06087,2018,804.1231689453125
06039,2018,580.036865234375
06019,2018,429.92950439453125
06097,2018,969.5732421875
06099,2018,406.5851135253906
06107,2018,511.8813171386719
06013,2018,460.83929443359375
06047,2018,320.6516418457031
36047,2018,1677.317138671875
36005,2018,1624.5728759765625
06105,2018,1169.677978515625
36119,2018,1763.2230224609375
36071,2018,1765.500732421875
06025,2018,70.39962005615234
51019,2018,1869.346923828125
01001,2018,1826.521484375
53009,2018,2226.224853515625
53071,2018,395.9931945800781
51089,2018,1934.02685546875
53007,2018,1104.8310546875
53025,2018,238.07199096679688
53057,2018,2231.548095703125
53037,2018,858.26580810546875
01107,2018,1687.2734375
53043,2018,399.3685302734375
33015,2018,1529.8538818359375
33007,2018,1354.251220703125
32031,2018,360.00030517578125
31071,2018,1010.822998046875
31155,2018,966.87640380859375
31089,2018,927.16619873046875
31183,2018,960.50396728515625
24039,2018,1550.081298828125
24037,2018,1886.3436279296875
21111,2018,1776.1995849609375
22051,2018,1875.51025390625
51159,2018,1845.685546875
51133,2018,1722.891357421875
51057,2018,1849.3304443359375
21135,2018,1744.43896484375
22031,2018,1932.8782958984375
22029,2018,1634.9825439453125
22111,2018,2032.128662109375
21007,2018,1756.6224365234375
51103,2018,1715.655517578125
21133,2018,1745.49951171875
23003,2018,1192.9139404296875
21121,2018,1966.144287109375
21167,2018,1795.300537109375
21179,2018,1865.02978515625
21125,2018,1913.4769287109375
21097,2018,1885.740966796875
21029,2018,1869.7464599609375
51143,2018,1825.713623046875
21217,2018,1903.3822021484375
51099,2018,1775.74169921875
21159,2018,1689.5308837890625
21123,2018,1968.337158203125
22109,2018,1842.5054931640625
24001,2018,1863.1251220703125
24003,2018,1795.447509765625
24029,2018,1723.042236328125
24013,2018,1928.4927978515625
25009,2018,1441.568359375
25013,2018,1778.5206298828125
24047,2018,1590.423583984375
25025,2018,1526.3658447265625
37127,2018,1501.935791015625
37099,2018,2259.26611328125
37115,2018,1644.5499267578125
37079,2018,1922.4649658203125
37147,2018,1675.134521484375
42101,2018,1783.6094970703125
42049,2018,1403.88720703125
42091,2018,1846.9012451171875
42079,2018,2022.696044921875
42095,2018,1905.8809814453125
42043,2018,1992.29052734375
42071,2018,1831.4102783203125
42013,2018,1811.411376953125
42035,2018,1829.09375
42055,2018,1729.101806640625
42067,2018,1837.609619140625
44007,2018,1801.9957275390625
42051,2018,1874.8402099609375
44009,2018,1596.90576171875
55061,2018,914.1722412109375
55011,2018,1082.085693359375
48213,2018,1381.647705078125
48037,2018,1651.114501953125
48331,2018,1090.022216796875
48315,2018,1705.01025390625
48081,2018,883.79327392578125
48475,2018,350.5035705566406
48163,2018,817.89849853515625
48313,2018,1686.231689453125
48083,2018,889.11468505859375
48289,2018,1474.5955810546875
48005,2018,1882.093505859375
40143,2018,1077.3798828125
40089,2018,1784.6781005859375
40113,2018,953.9761962890625
40087,2018,1238.0057373046875
40141,2018,706.87890625
40095,2018,1416.8897705078125
40077,2018,1646.0338134765625
40055,2018,732.98175048828125
40151,2018,945.1419677734375
41047,2018,1326.813720703125
41057,2018,2107.468505859375
41065,2018,577.15673828125
41043,2018,1415.3858642578125
41021,2018,292.0209045410156
41063,2018,756.8123779296875
41017,2018,436.08642578125
01119,2018,1757.15771484375
05039,2018,1991.31494140625
05013,2018,2051.28564453125
05081,2018,1687.8319091796875
05029,2018,1694.6329345703125
16087,2018,513.1221923828125
05003,2018,1939.6717529296875
05103,2018,1904.1046142578125
05019,2018,1862.7646484375
05073,2018,1710.4593505859375
05063,2018,1585.2451171875
05147,2018,1696.098876953125
05093,2018,1758.4844970703125
06003,2018,852.9686279296875
05091,2018,1694.8052978515625
05095,2018,1564.3994140625
05017,2018,1937.5654296875
16081,2018,750.579345703125
48477,2018,1316.411865234375
48075,2018,663.0364990234375
48487,2018,767.7152099609375
48333,2018,1034.3253173828125
48411,2018,1006.0870361328125
48419,2018,1897.8375244140625
48105,2018,700.73065185546875
48051,2018,1306.0958251953125
55111,2018,1348.382080078125
55003,2018,1079.3931884765625
55023,2018,1352.5633544921875
55037,2018,865.2880859375
55051,2018,1108.2833251953125
30093,2018,531.37628173828125
30037,2018,572.08099365234375
30083,2018,407.10992431640625
30059,2018,617.1929931640625
30047,2018,758.10675048828125
30061,2018,1040.1661376953125
30015,2018,360.4755554199219
49043,2018,501.9610900878906
49003,2018,313.8594665527344
49051,2018,553.65203857421875
49005,2018,552.9388427734375
49001,2018,385.13568115234375
49047,2018,226.06414794921875
49019,2018,267.1733093261719
01025,2018,2034.9613037109375
01039,2018,1782.9014892578125
01099,2018,1901.311767578125
01005,2018,1742.810302734375
01085,2018,1634.7994384765625
01051,2018,1769.540771484375
36075,2018,1399.62890625
36069,2018,1082.5091552734375
36117,2018,1146.834228515625
36051,2018,1051.7559814453125
36027,2018,1698.4498291015625
36077,2018,1485.895263671875
36113,2018,1355.35888671875
36009,2018,1549.644775390625
48113,2018,1489.9835205078125
48085,2018,1589.4375
48453,2018,1082.103271484375
48181,2018,1394.3990478515625
48141,2018,249.1991729736328
48039,2018,1648.6011962890625
48409,2018,1166.287353515625
48199,2018,2028.5108642578125
06101,2018,509.49981689453125
06027,2018,141.5565948486328
06109,2018,964.69842529296875
36013,2018,1597.60498046875
06011,2018,497.3843994140625
06057,2018,1225.381591796875
36017,2018,1520.87548828125
06015,2018,1646.63623046875
08005,2018,375.9002380371094
12095,2018,1539.1748046875
12101,2018,1689.0552978515625
12071,2018,1353.67529296875
12105,2018,1602.8819580078125
08051,2018,465.4510498046875
09011,2018,1742.787109375
10001,2018,1813.148193359375
11001,2018,1800.052490234375
08113,2018,370.88275146484375
12009,2018,1344.681884765625
12097,2018,1358.2901611328125
12063,2018,2203.903564453125
12017,2018,2094.484130859375
12015,2018,1533.25439453125
42089,2018,2057.19287109375
12049,2018,1612.1143798828125
12077,2018,1985.262451171875
12013,2018,2266.566162109375
12047,2018,1643.6781005859375
12129,2018,2014.3111572265625
29095,2018,999.99139404296875
29033,2018,934.53485107421875
29029,2018,1178.55126953125
29123,2018,1480.6776123046875
29023,2018,1395.655029296875
29103,2018,1113.7677001953125
29171,2018,969.58013916015625
29157,2018,1512.6065673828125
29003,2018,902.4586181640625
25017,2018,1517.0501708984375
26003,2018,1074.6884765625
26063,2018,908.2203369140625
26129,2018,1005.3921508789062
26109,2018,875.445068359375
26073,2018,1057.4423828125
26055,2018,937.65643310546875
26013,2018,982.2607421875
26141,2018,870.631103515625
48063,2018,1600.8319091796875
48115,2018,428.1773986816406
48287,2018,1191.66357421875
27075,2018,855.3265380859375
04009,2018,379.9532165527344
04007,2018,476.0902099609375
04021,2018,319.8736877441406
16039,2018,459.6934814453125
27137,2018,792.8956298828125
27061,2018,775.86767578125
27145,2018,739.84991455078125
27103,2018,1055.863037109375
27127,2018,1052.41943359375
27097,2018,773.71221923828125
27089,2018,483.0537414550781
27147,2018,1100.419921875
27031,2018,828.77392578125
27011,2018,710.34613037109375
38105,2018,398.4812927246094
38019,2018,423.8201599121094
22069,2018,1818.4178466796875
22063,2018,1869.328125
22099,2018,1774.1953125
22015,2018,1848.4429931640625
22127,2018,1800.7177734375
22079,2018,1747.835693359375
22091,2018,1907.4022216796875
22115,2018,1955.4554443359375
22001,2018,1630.6646728515625
22045,2018,1930.3338623046875
22025,2018,1754.0579833984375
22047,2018,1855.3089599609375
38099,2018,420.14453125
38071,2018,342.2677001953125
38031,2018,399.0994873046875
38085,2018,459.2688293457031
54013,2018,1837.390869140625
54007,2018,1912.4127197265625
22081,2018,1893.20654296875
28045,2018,2078.635986328125
48407,2018,1624.5887451171875
48387,2018,1620.4229736328125
48055,2018,935.543701171875
45035,2018,1592.9881591796875
45083,2018,1820.246337890625
45073,2018,2267.1435546875
45047,2018,1497.7801513671875
45079,2018,1466.41455078125
45031,2018,1626.1961669921875
45057,2018,1528.8375244140625
45055,2018,1477.433349609375
45049,2018,1361.3631591796875
45067,2018,1651.20166015625
21065,2018,1938.28125
22055,2018,1639.08544921875
47003,2018,1738.8212890625
47035,2018,1974.962158203125
47053,2018,1940.08154296875
47159,2018,1869.4522705078125
47165,2018,1728.72119140625
47149,2018,1693.193359375
46123,2018,666.7857666015625
46093,2018,558.09185791015625
46071,2018,602.22198486328125
46075,2018,530.612548828125
47065,2018,2094.76025390625
47089,2018,1465.328857421875
47005,2018,1803.2464599609375
47185,2018,2023.9373779296875
47041,2018,1875.6639404296875
47001,2018,1775.3651123046875
47029,2018,1545.212158203125
47145,2018,1845.6251220703125
47009,2018,1747.6370849609375
47147,2018,1612.0494384765625
47141,2018,2026.6268310546875
47043,2018,1764.23291015625
47011,2018,2132.465087890625
46085,2018,588.5244140625
47091,2018,1794.80859375
20001,2018,1244.197998046875
47135,2018,1857.693603515625
47183,2018,1736.1859130859375
47143,2018,2149.611328125
47127,2018,1899.947998046875
47175,2018,2043.7030029296875
56033,2018,542.63494873046875
56003,2018,341.43212890625
54107,2018,1632.7410888671875
54059,2018,1795.2427978515625
54011,2018,1623.1497802734375
54067,2018,1797.71826171875
54083,2018,2023.810302734375
54003,2018,1794.5286865234375
54053,2018,1511.6781005859375
54041,2018,1900.3343505859375
54073,2018,1757.3668212890625
54027,2018,1858.6851806640625
13219,2018,1777.8302001953125
13237,2018,1655.35009765625
04012,2018,125.10027313232422
13201,2018,1867.4483642578125
51149,2018,1632.740478515625
51157,2018,2067.371826171875
51067,2018,1925.843994140625
51087,2018,1687.5802001953125
51017,2018,1662.068603515625
51141,2018,1956.771484375
51177,2018,1727.7025146484375
51037,2018,1721.417724609375
51109,2018,1788.0933837890625
51101,2018,1791.2890625
51033,2018,1820.9071044921875
51181,2018,1590.6925048828125
51678,2018,1521.1527099609375
13135,2018,1904.2943115234375
13103,2018,1365.6910400390625
13067,2018,1818.3597412109375
13089,2018,1789.201416015625
13153,2018,1657.2327880859375
13229,2018,1643.25146484375
13077,2018,1813.078369140625
13317,2018,1465.8489990234375
13217,2018,2003.9993896484375
13019,2018,1595.8380126953125
19195,2018,1352.8275146484375
19029,2018,1136.257568359375
20169,2018,887.12908935546875
21203,2018,2024.220458984375
21193,2018,1769.0611572265625
21069,2018,1854.4437255859375
21183,2018,1592.0865478515625
21175,2018,1781.5213623046875
20105,2018,887.15478515625
21063,2018,1690.51806640625
17097,2018,1257.138671875
39035,2018,1287.7506103515625
39075,2018,1439.174072265625
39095,2018,1024.9449462890625
06071,2018,138.13865661621094
06041,2018,765.1898193359375
36053,2018,1366.979736328125
36029,2018,1283.2296142578125
06063,2018,949.21868896484375
06079,2018,413.64898681640625
36103,2018,1651.58544921875
06009,2018,898.853515625
36065,2018,1466.6231689453125
08035,2018,432.6809997558594
12057,2018,1709.796875
12117,2018,1549.7921142578125
09003,2018,1684.5118408203125
12055,2018,1312.024169921875
08013,2018,547.86383056640625
12031,2018,1596.6474609375
12107,2018,1835.9866943359375
08093,2018,379.7846984863281
08055,2018,347.6484375
12109,2018,1588.490234375
42045,2018,1743.73583984375
42111,2018,1913.5733642578125
42103,2018,1842.0394287109375
42027,2018,1802.5697021484375
44003,2018,1827.7591552734375
55059,2018,1154.624267578125
30027,2018,510.7733154296875
30081,2018,888.73687744140625
30049,2018,598.621337890625
30087,2018,537.638427734375
30001,2018,505.8302917480469
30013,2018,438.05487060546875
30007,2018,485.8454895019531
30055,2018,348.6650390625
49057,2018,480.3417663574219
49049,2018,507.3574523925781
49017,2018,287.1768493652344
01003,2018,2092.44873046875
13079,2018,1727.462890625
13001,2018,1457.1328125
28007,2018,1917.4200439453125
13283,2018,1742.3798828125
48073,2018,1578.9747314453125
34029,2018,1906.0185546875
34033,2018,1713.3709716796875
35039,2018,324.25457763671875
35043,2018,316.4408874511719
28149,2018,1802.4737548828125
35021,2018,352.4044494628906
01129,2018,2046.2630615234375
53061,2018,2311.52490234375
51015,2018,1794.4901123046875
53055,2018,771.54205322265625
51031,2018,1766.973876953125
53063,2018,599.919921875
51051,2018,1656.94384765625
51195,2018,1753.089599609375
53015,2018,1818.5908203125
33009,2018,1371.01953125
32019,2018,221.84490966796875
24017,2018,1964.6201171875
21095,2018,1846.356689453125
21047,2018,1681.4808349609375
23013,2018,1519.3564453125
23015,2018,1377.912353515625
22035,2018,1842.79150390625
21027,2018,1733.78466796875
21127,2018,1612.248779296875
21151,2018,1939.49609375
21231,2018,2100.7236328125
51191,2018,1622.0653076171875
24025,2018,1905.9365234375
24015,2018,1756.4742431640625
37089,2018,2531.7294921875
37027,2018,2160.61376953125
37133,2018,2462.887451171875
37067,2018,1711.045166015625
37193,2018,2100.927490234375
37111,2018,2449.16064453125
37117,2018,1643.94580078125
37059,2018,1722.6163330078125
37103,2018,2140.63134765625
32015,2018,306.87408447265625
28047,2018,2147.1416015625
28029,2018,1953.8631591796875
28011,2018,1915.3043212890625
28033,2018,1727.2974853515625
28103,2018,1629.64697265625
28083,2018,1845.022705078125
28137,2018,1901.8240966796875
48311,2018,712.031005859375
16043,2018,722.334228515625
16035,2018,1281.6729736328125
16029,2018,575.5693359375
16059,2018,559.8861083984375
16083,2018,316.1897888183594
16003,2018,791.97125244140625
16031,2018,405.78558349609375
48229,2018,231.26797485351562
50009,2018,1181.3775634765625
29113,2018,1083.886474609375
29013,2018,1035.5531005859375
29205,2018,1092.2552490234375
26115,2018,1021.0823974609375
26125,2018,987.58489990234375
26099,2018,940.54840087890625
26103,2018,978.4017333984375
18023,2018,1181.461669921875
48449,2018,1570.3817138671875
27053,2018,830.0787353515625
27071,2018,709.552490234375
27013,2018,1177.7392578125
27015,2018,1096.9306640625
27073,2018,764.765625
37053,2018,1652.4681396484375
38017,2018,644.844482421875
37177,2018,1676.4112548828125
48395,2018,1255.94921875
22013,2018,1987.655029296875
22037,2018,1679.173828125
22053,2018,1641.4613037109375
22039,2018,1627.5277099609375
22009,2018,1613.1395263671875
38055,2018,483.0798645019531
54093,2018,2042.8482666015625
48501,2018,443.5643005371094
28161,2018,1979.4425048828125
16041,2018,473.5923767089844
50021,2018,1388.748046875
51163,2018,1746.33251953125
51145,2018,1676.900634765625
51035,2018,1821.9891357421875
51630,2018,1685.5860595703125
51005,2018,1653.529541015625
31117,2018,882.998291015625
23007,2018,1289.545654296875
08037,2018,546.87005615234375
08091,2018,468.7483825683594
08027,2018,381.2894592285156
31103,2018,834.30029296875
08111,2018,677.761474609375
01101,2018,1728.30224609375
51063,2018,1853.477783203125
51167,2018,1627.078125
51047,2018,1830.9610595703125
53041,2018,1761.4346923828125
51003,2018,1899.2740478515625
13195,2018,1774.6962890625
13039,2018,1666.373046875
13033,2018,1528.1534423828125
13127,2018,1580.5811767578125
13185,2018,1695.5576171875
13105,2018,1630.1319580078125
37165,2018,1833.9903564453125
19045,2018,1296.4423828125
19147,2018,1287.289794921875
18173,2018,1681.1473388671875
18019,2018,1701.08154296875
19063,2018,1232.666748046875
20081,2018,699.127685546875
21115,2018,1673.6112060546875
21155,2018,1967.806396484375
17043,2018,1204.753173828125
17153,2018,1665.53662109375
17165,2018,1543.62109375
39049,2018,1499.204345703125
06067,2018,520.05755615234375
06073,2018,292.22845458984375
06089,2018,1015.93115234375
36045,2018,1133.613037109375
36105,2018,1894.3565673828125
36031,2018,1181.635986328125
36107,2018,1521.16845703125
48245,2018,2400.4853515625
48499,2018,1410.7725830078125
48373,2018,1749.930419921875
48427,2018,748.14776611328125
48157,2018,1306.2457275390625
48467,2018,1294.7393798828125
48465,2018,724.508544921875
48481,2018,1235.70947265625
48103,2018,421.5696716308594
48035,2018,1313.232666015625
48127,2018,694.3948974609375
48175,2018,1112.7298583984375
40027,2018,1192.5838623046875
40145,2018,1235.88330078125
40079,2018,1739.5792236328125
40067,2018,1152.27294921875
41041,2018,1774.0755615234375
41033,2018,1142.4571533203125
41067,2018,1081.8531494140625
06051,2018,425.3786926269531
05075,2018,1638.606689453125
05057,2018,1819.4266357421875
05131,2018,1667.746826171875
06091,2018,1107.3868408203125
16033,2018,407.16461181640625
48007,2018,1416.3028564453125
48393,2018,557.1090087890625
48399,2018,903.406982421875
48015,2018,1275.1651611328125
45003,2018,1476.886474609375
45019,2018,1653.74169921875
