GEOID,year,tmin_mean
37119,2018,10.582855224609375
37087,2018,6.1219096183776855
37141,2018,11.918086051940918
37021,2018,7.06714391708374
37047,2018,12.062797546386719
37039,2018,8.649788856506348
37171,2018,7.79574728012085
37093,2018,11.483870506286621
37105,2018,10.576375007629395
37173,2018,6.772983074188232
37015,2018,10.95058536529541
37175,2018,7.506957530975342
18083,2018,7.773655414581299
18183,2018,4.909593105316162
18089,2018,5.024656772613525
18051,2018,8.095113754272461
18071,2018,7.519576549530029
18061,2018,7.9837164878845215
21071,2018,7.531302452087402
20123,2018,4.709490776062012
21043,2018,7.430558681488037
21085,2018,8.181955337524414
21011,2018,7.753283977508545
21099,2018,8.318535804748535
20149,2018,5.415942668914795
21189,2018,7.936642646789551
21003,2018,8.981220245361328
21109,2018,8.013956069946289
21205,2018,7.710561275482178
21147,2018,8.615472793579102
21031,2018,8.598175048828125
20203,2018,3.200188398361206
17031,2018,5.296781539916992
17027,2018,7.791593551635742
17079,2018,7.208381175994873
17171,2018,6.373195648193359
17185,2018,7.817618370056152
17047,2018,7.685544013977051
39043,2018,6.296619415283203
06001,2018,10.137035369873047
06081,2018,8.882245063781738
06065,2018,13.582587242126465
06095,2018,9.50900650024414
06103,2018,9.061067581176758
06111,2018,8.449198722839355
06083,2018,9.505637168884277
36081,2018,8.588393211364746
06093,2018,4.278735160827637
06115,2018,9.181597709655762
06033,2018,8.95227336883545
06061,2018,6.368452072143555
06005,2018,8.611919403076172
06043,2018,7.47878885269165
08029,2018,2.032064199447632
12119,2018,16.370662689208984
12069,2018,16.845422744750977
08069,2018,-0.7886768579483032
09009,2018,5.932558059692383
09007,2018,6.045531749725342
12079,2018,14.517178535461426
12127,2018,17.56313705444336
12099,2018,19.535959243774414
12113,2018,14.773168563842773
12125,2018,14.994831085205078
12093,2018,17.786638259887695
08083,2018,2.7642130851745605
42033,2018,3.5777862071990967
42125,2018,5.843149185180664
42031,2018,3.7424092292785645
42097,2018,5.295834064483643
42061,2018,5.589214324951172
55099,2018,-1.129442811012268
55121,2018,2.0800118446350098
55075,2018,0.10763423144817352
55001,2018,1.7290446758270264
30051,2018,-2.831693649291992
30005,2018,-1.835222601890564
30077,2018,-1.860676646232605
30057,2018,-1.9473096132278442
30003,2018,0.17118750512599945
30073,2018,-1.344172477722168
30045,2018,-1.3066015243530273
30009,2018,-1.1967546939849854
30085,2018,-2.062904119491577
30069,2018,0.49163416028022766
49035,2018,4.5581135749816895
49011,2018,6.151991367340088
01097,2018,14.554161071777344
49025,2018,5.297246932983398
01033,2018,10.620477676391602
01041,2018,13.408117294311523
01065,2018,12.334504127502441
01109,2018,13.223919868469238
36011,2018,3.7367374897003174
36025,2018,1.4164111614227295
36115,2018,2.6411638259887695
48029,2018,14.660664558410645
48423,2018,13.122035026550293
48201,2018,16.08704948425293
48471,2018,14.079904556274414
48257,2018,13.156562805175781
48223,2018,12.469401359558105
48321,2018,16.582839965820312
48473,2018,15.126190185546875
48215,2018,17.796707153320312
48323,2018,15.325505256652832
48187,2018,14.632421493530273
48343,2018,12.420816421508789
48389,2018,10.784455299377441
48071,2018,16.766895294189453
48351,2018,14.436034202575684
48057,2018,17.033212661743164
48455,2018,14.004603385925293
40017,2018,9.076456069946289
40135,2018,10.055201530456543
40117,2018,8.916069030761719
40101,2018,10.059407234191895
40127,2018,9.7409515380859375
40075,2018,9.653109550476074
41023,2018,1.271746277809143
41061,2018,1.9420937299728394
41007,2018,6.140418529510498
41003,2018,5.584242820739746
41015,2018,7.200306415557861
01131,2018,12.765830039978027
01079,2018,10.624817848205566
01035,2018,13.421775817871094
05067,2018,10.376740455627441
05001,2018,11.934540748596191
05011,2018,11.72584056854248
05025,2018,11.558568954467773
05099,2018,11.078965187072754
48273,2018,17.405765533447266
48179,2018,6.868257999420166
48195,2018,6.033575057983398
48379,2018,12.675066947937012
48277,2018,11.813373565673828
45063,2018,12.11298942565918
45051,2018,12.398219108581543
45013,2018,14.979928016662598
45045,2018,10.484698295593262
45069,2018,11.610139846801758
45021,2018,9.703888893127441
45007,2018,11.045930862426758
45087,2018,10.339409828186035
45027,2018,12.029295921325684
45061,2018,11.517026901245117
45039,2018,10.930255889892578
45017,2018,12.109760284423828
45043,2018,13.04412841796875
21181,2018,7.6833086013793945
22103,2018,15.235039710998535
47037,2018,9.60364055633545
47045,2018,10.010618209838867
47129,2018,8.73929214477539
46023,2018,2.038339614868164
47163,2018,7.768537521362305
47055,2018,9.730393409729004
47107,2018,9.538488388061523
47031,2018,9.193713188171387
46055,2018,0.7781414985656738
47173,2018,9.003046035766602
47189,2018,9.234170913696289
46079,2018,1.0952601432800293
20151,2018,6.120816707611084
47097,2018,10.485138893127441
47079,2018,9.785079002380371
56039,2018,-4.462333679199219
56029,2018,-2.963484764099121
54043,2018,7.463285446166992
54001,2018,5.838037967681885
54037,2018,7.097024917602539
54049,2018,5.944998264312744
54109,2018,6.593430995941162
54005,2018,6.95908260345459
16005,2018,1.3433432579040527
04001,2018,3.350710868835449
12045,2018,15.262245178222656
12123,2018,15.060561180114746
29201,2018,9.388405799865723
29069,2018,10.082743644714355
29129,2018,4.90380859375
29031,2018,8.543048858642578
25027,2018,4.03457498550415
26163,2018,5.226639270782471
26021,2018,4.991720676422119
26077,2018,4.624484062194824
26033,2018,-0.2881307899951935
26071,2018,-2.3486342430114746
37055,2018,13.100884437561035
48443,2018,12.570829391479492
48205,2018,5.103707790374756
04013,2018,15.169394493103027
27167,2018,-0.4096892476081848
27133,2018,1.383126974105835
27119,2018,-1.8402588367462158
27069,2018,-2.38132643699646
27125,2018,-2.063101291656494
27023,2018,0.8289884328842163
26097,2018,0.11051752418279648
38067,2018,-2.0545475482940674
48405,2018,13.444828987121582
48119,2018,12.371545791625977
22019,2018,15.538061141967773
22005,2018,15.858575820922852
22071,2018,16.538949966430664
22113,2018,15.916653633117676
22043,2018,13.643071174621582
38005,2018,-2.2202541828155518
38097,2018,-1.533842921257019
38095,2018,-3.021555185317993
38037,2018,-1.0055946111679077
28093,2018,10.494789123535156
28001,2018,13.394780158996582
28121,2018,12.7605562210083
28143,2018,11.44141960144043
28095,2018,11.268982887268066
28039,2018,14.285487174987793
28087,2018,11.737730026245117
28163,2018,12.677926063537598
28053,2018,12.719728469848633
16061,2018,3.187248468399048
16079,2018,1.4562982320785522
16077,2018,1.635305404663086
25011,2018,2.8445801734924316
51121,2018,6.574611663818359
51075,2018,8.545831680297852
51093,2018,10.184106826782227
51137,2018,8.305023193359375
51023,2018,7.22415828704834
51009,2018,7.4102067947387695
51007,2018,8.68526840209961
51097,2018,9.82982349395752
51081,2018,9.779671669006348
32011,2018,0.9204990863800049
29197,2018,4.68614387512207
48301,2018,10.369390487670898
48155,2018,10.414093017578125
31015,2018,2.036144971847534
23021,2018,-1.4216498136520386
16025,2018,0.4907311499118805
08107,2018,-1.7047241926193237
08097,2018,-2.662630558013916
08117,2018,-3.760084629058838
08053,2018,-3.4094090461730957
08023,2018,-1.0419254302978516
08065,2018,-5.031607627868652
08057,2018,-3.166410446166992
13073,2018,12.093534469604492
13205,2018,13.66109561920166
34007,2018,8.102917671203613
34027,2018,5.799961090087891
34017,2018,8.522446632385254
34001,2018,8.8366241455078125
34025,2018,7.1959547996521
34011,2018,8.647960662841797
34019,2018,6.183888912200928
35045,2018,3.716830253601074
35017,2018,6.1561360359191895
35007,2018,0.8672818541526794
35051,2018,7.178467273712158
35055,2018,-0.006660308688879013
01089,2018,10.383294105529785
01117,2018,11.905020713806152
01121,2018,11.261482238769531
01073,2018,11.725958824157715
53027,2018,5.826279640197754
53049,2018,5.8538713455200195
01055,2018,10.978675842285156
53011,2018,6.029956340789795
53073,2018,3.4874324798583984
51107,2018,7.660355567932129
13319,2018,12.1937837600708
13021,2018,12.161262512207031
13143,2018,10.229135513305664
13151,2018,11.608602523803711
13215,2018,12.223705291748047
13113,2018,11.610427856445312
13025,2018,14.250944137573242
13301,2018,11.691381454467773
13123,2018,10.022223472595215
13183,2018,14.203936576843262
13277,2018,13.398453712463379
13291,2018,8.447925567626953
13263,2018,11.736011505126953
13265,2018,11.649435997009277
37069,2018,9.879473686218262
37123,2018,10.651426315307617
37199,2018,5.937867164611816
37155,2018,11.641498565673828
37167,2018,10.539166450500488
37161,2018,9.224417686462402
37065,2018,10.680000305175781
37041,2018,11.137696266174316
37149,2018,9.577168464660645
37113,2018,7.203904151916504
37007,2018,11.099738121032715
37023,2018,8.801021575927734
37121,2018,6.176629066467285
19075,2018,2.6458916664123535
19149,2018,2.189504861831665
19117,2018,3.959038019180298
19025,2018,2.680617094039917
19111,2018,5.231546878814697
18117,2018,7.127279281616211
19163,2018,4.302881240844727
19131,2018,1.7190606594085693
18125,2018,7.866156578063965
18027,2018,7.589827537536621
18123,2018,7.836785793304443
20043,2018,5.488381862640381
20145,2018,5.167850971221924
21209,2018,7.928989887237549
21107,2018,9.316094398498535
21017,2018,7.792691230773926
21079,2018,8.308833122253418
21049,2018,7.85499906539917
21051,2018,7.881309509277344
20119,2018,5.511214256286621
21239,2018,8.226317405700684
20071,2018,2.7902066707611084
21005,2018,8.338186264038086
21165,2018,7.843918323516846
17163,2018,8.089072227478027
17089,2018,3.9113099575042725
17167,2018,6.1598052978515625
17017,2018,5.902072429656982
17161,2018,4.549337387084961
17177,2018,3.166170120239258
17109,2018,5.191781044006348
17129,2018,5.844247817993164
17125,2018,5.668115615844727
39093,2018,6.270808696746826
39061,2018,7.251582622528076
39007,2018,5.3600592613220215
39167,2018,6.443508148193359
39123,2018,6.05031156539917
39079,2018,6.694085121154785
06037,2018,11.655060768127441
06087,2018,8.54682731628418
06039,2018,7.598996639251709
06019,2018,7.464641571044922
06097,2018,8.344435691833496
06099,2018,10.26998519897461
06107,2018,6.792842864990234
06013,2018,10.456976890563965
06047,2018,10.140337944030762
36047,2018,8.47396183013916
36005,2018,8.536139488220215
06105,2018,5.790793418884277
36119,2018,6.62391996383667
36071,2018,4.966189384460449
06025,2018,16.54932975769043
51019,2018,7.7304816246032715
01001,2018,12.52856731414795
53009,2018,4.928495407104492
53071,2018,5.519796371459961
51089,2018,7.981023788452148
53007,2018,2.0802271366119385
53025,2018,4.822484970092773
53057,2018,3.744818925857544
53037,2018,2.9098668098449707
01107,2018,11.877511024475098
53043,2018,2.785438299179077
33015,2018,3.7041337490081787
33007,2018,-1.4304983615875244
32031,2018,3.2603416442871094
31071,2018,1.687383770942688
31155,2018,3.9000704288482666
31089,2018,1.7716680765151978
31183,2018,1.943146824836731
24039,2018,10.213600158691406
24037,2018,9.873568534851074
21111,2018,9.0274505615234375
22051,2018,17.23772621154785
51159,2018,9.943416595458984
51133,2018,10.237014770507812
51057,2018,9.639370918273926
21135,2018,7.44564962387085
22031,2018,13.269458770751953
22029,2018,13.531586647033691
22111,2018,12.25735855102539
21007,2018,9.29786205291748
51103,2018,10.283198356628418
21133,2018,7.2292327880859375
23003,2018,-1.6836215257644653
21121,2018,8.122007369995117
21167,2018,8.314940452575684
21179,2018,8.44157886505127
21125,2018,8.327352523803711
21097,2018,7.710322856903076
21029,2018,8.748156547546387
51143,2018,8.039802551269531
21217,2018,8.436601638793945
51099,2018,9.201726913452148
21159,2018,7.682511806488037
21123,2018,8.166790008544922
22109,2018,16.804302215576172
24001,2018,5.411914348602295
24003,2018,9.804203987121582
24029,2018,9.318485260009766
24013,2018,7.309666633605957
25009,2018,4.711946964263916
25013,2018,3.894672155380249
24047,2018,10.112377166748047
25025,2018,5.936029434204102
37127,2018,10.27619457244873
37099,2018,6.6619744300842285
37115,2018,6.764979362487793
37079,2018,11.254695892333984
37147,2018,11.33293342590332
42101,2018,7.980722904205322
42049,2018,4.58497428894043
42091,2018,6.9758219718933105
42079,2018,4.226705551147461
42095,2018,5.530823230743408
42043,2018,5.953170299530029
42071,2018,7.0198211669921875
42013,2018,4.971545219421387
42035,2018,3.2274773120880127
42055,2018,6.3868207931518555
42067,2018,5.408426284790039
44007,2018,5.26770544052124
42051,2018,5.216801643371582
44009,2018,6.074547290802002
55061,2018,2.3233096599578857
55011,2018,1.8178815841674805
48213,2018,13.32463550567627
48037,2018,11.8955078125
48331,2018,13.690829277038574
48315,2018,12.507485389709473
48081,2018,10.664666175842285
48475,2018,11.051362037658691
48163,2018,15.25692367553711
48313,2018,13.483916282653809
48083,2018,11.504934310913086
48289,2018,13.254383087158203
48005,2018,13.882311820983887
40143,2018,9.490391731262207
40089,2018,10.315404891967773
40113,2018,8.14853572845459
40087,2018,9.930354118347168
40141,2018,10.566306114196777
40095,2018,11.108531951904297
40077,2018,9.702489852905273
40055,2018,8.926709175109863
40151,2018,7.570104122161865
41047,2018,5.071671009063721
41057,2018,6.213196277618408
41065,2018,4.314034461975098
41043,2018,4.7443342208862305
41021,2018,4.968414306640625
41063,2018,2.2445266246795654
41017,2018,0.5158559083938599
01119,2018,12.394619941711426
05039,2018,11.08465576171875
05013,2018,11.418366432189941
05081,2018,11.447256088256836
05029,2018,9.725472450256348
16087,2018,3.683476209640503
05003,2018,12.030275344848633
05103,2018,11.203749656677246
05019,2018,10.845032691955566
05073,2018,11.894721984863281
05063,2018,9.403879165649414
05147,2018,11.260053634643555
05093,2018,10.788915634155273
06003,2018,0.9652621150016785
05091,2018,12.010664939880371
05095,2018,11.743952751159668
05017,2018,12.261528968811035
16081,2018,-1.059354305267334
48477,2018,14.212422370910645
48075,2018,9.372445106506348
48487,2018,10.665404319763184
48333,2018,12.011350631713867
48411,2018,12.336579322814941
48419,2018,12.956761360168457
48105,2018,11.485279083251953
48051,2018,13.738729476928711
55111,2018,2.147263526916504
55003,2018,-1.2568327188491821
55023,2018,2.593322515487671
55037,2018,-1.7540323734283447
55051,2018,-1.6546841859817505
30093,2018,-2.40104341506958
30037,2018,-1.1704657077789307
30083,2018,-1.1809687614440918
30059,2018,-1.758260726928711
30047,2018,0.79676753282547
30061,2018,0.7864924073219299
30015,2018,-0.9281148314476013
49043,2018,-2.5839900970458984
49003,2018,2.8495543003082275
49051,2018,0.20186953246593475
49005,2018,0.9676275849342346
49001,2018,2.5993611812591553
49047,2018,1.5187711715698242
49019,2018,4.8874406814575195
01025,2018,12.840303421020508
01039,2018,13.886670112609863
01099,2018,13.120407104492188
01005,2018,12.997931480407715
01085,2018,13.031865119934082
01051,2018,12.580382347106934
36075,2018,3.078688859939575
36069,2018,3.9100213050842285
36117,2018,4.410193920135498
36051,2018,3.690568208694458
36027,2018,4.682387351989746
36077,2018,1.7996251583099365
36113,2018,1.0036031007766724
36009,2018,2.6207900047302246
48113,2018,13.443560600280762
48085,2018,12.631889343261719
48453,2018,13.824190139770508
48181,2018,11.788373947143555
48141,2018,10.113829612731934
48039,2018,16.990819931030273
48409,2018,17.057008743286133
48199,2018,14.900686264038086
06101,2018,9.437061309814453
06027,2018,10.102575302124023
06109,2018,4.711912631988525
36013,2018,3.700364589691162
06011,2018,9.74167537689209
06057,2018,6.004180431365967
36017,2018,2.354764461517334
06015,2018,7.23569917678833
08005,2018,1.698399543762207
12095,2018,17.61533546447754
12101,2018,17.454830169677734
12071,2018,18.770769119262695
12105,2018,17.503707885742188
08051,2018,-3.2036473751068115
09011,2018,6.253204345703125
10001,2018,9.313232421875
11001,2018,9.226612091064453
08113,2018,0.07623052597045898
12009,2018,18.206247329711914
12097,2018,17.780351638793945
12063,2018,14.321167945861816
12017,2018,16.12339973449707
12015,2018,18.20868682861328
42089,2018,4.159456253051758
12049,2018,17.165639877319336
12077,2018,14.6285982131958
12013,2018,14.555327415466309
12047,2018,14.377172470092773
12129,2018,14.9899263381958
29095,2018,6.895005226135254
29033,2018,6.258340358734131
29029,2018,7.70662784576416
29123,2018,7.536173343658447
29023,2018,9.293157577514648
29103,2018,5.438236236572266
29171,2018,4.544480800628662
29157,2018,7.8169169425964355
29003,2018,5.317577362060547
25017,2018,4.8263325691223145
26003,2018,-0.4929683804512024
26063,2018,3.195603132247925
26129,2018,1.070781946182251
26109,2018,0.4022964537143707
26073,2018,2.634197473526001
26055,2018,2.371441602706909
26013,2018,-1.7083535194396973
26141,2018,1.4728940725326538
48063,2018,12.607096672058105
48115,2018,9.736136436462402
48287,2018,13.945652961730957
27075,2018,-2.726780414581299
04009,2018,9.206110954284668
04007,2018,8.135212898254395
04021,2018,13.399697303771973
16039,2018,2.2108774185180664
27137,2018,-3.017578601837158
27061,2018,-2.6189568042755127
27145,2018,0.11289510130882263
27103,2018,1.4494507312774658
27127,2018,1.3080562353134155
27097,2018,-0.5611110925674438
27089,2018,-2.47261381149292
27147,2018,1.3912619352340698
27031,2018,-3.1988542079925537
27011,2018,0.48728686571121216
38105,2018,-2.0574445724487305
38019,2018,-2.896034002304077
22069,2018,13.816287994384766
22063,2018,15.549507141113281
22099,2018,15.556465148925781
22015,2018,12.840697288513184
22127,2018,13.47288990020752
22079,2018,13.923186302185059
22091,2018,14.676441192626953
22115,2018,14.040390968322754
22001,2018,15.189241409301758
22045,2018,15.735649108886719
22025,2018,13.297307014465332
22047,2018,15.490419387817383
38099,2018,-2.0267105102539062
38071,2018,-2.08408784866333
38031,2018,-1.321372389793396
38085,2018,-0.5125218629837036
54013,2018,5.920286178588867
54007,2018,6.007552623748779
22081,2018,13.668172836303711
28045,2018,15.30885124206543
48407,2018,14.47419548034668
48387,2018,11.763178825378418
48055,2018,14.42859172821045
45035,2018,13.145251274108887
45083,2018,10.313641548156738
45073,2018,10.275543212890625
45047,2018,10.987690925598145
45079,2018,11.86800765991211
45031,2018,11.596632957458496
45057,2018,11.003169059753418
45055,2018,11.30712604522705
45049,2018,13.049307823181152
45067,2018,12.024396896362305
21065,2018,7.95026969909668
22055,2018,15.330111503601074
47003,2018,9.416695594787598
47035,2018,8.274151802062988
47053,2018,9.612832069396973
47159,2018,9.067063331604004
47165,2018,9.101129531860352
47149,2018,9.214548110961914
46123,2018,1.6738816499710083
46093,2018,0.04637916013598442
46071,2018,1.1712318658828735
46075,2018,1.3182681798934937
47065,2018,10.425314903259277
47089,2018,9.374085426330566
47005,2018,9.799450874328613
47185,2018,8.995489120483398
47041,2018,9.06457805633545
47001,2018,9.234587669372559
47029,2018,8.36179256439209
47145,2018,9.573570251464844
47009,2018,9.255131721496582
47147,2018,9.163652420043945
47141,2018,8.753549575805664
47043,2018,9.124916076660156
47011,2018,10.36260986328125
46085,2018,1.4270352125167847
47091,2018,6.158838748931885
20001,2018,7.123970031738281
47135,2018,9.302133560180664
47183,2018,9.525246620178223
47143,2018,9.107357025146484
47127,2018,9.657234191894531
47175,2018,8.546540260314941
56033,2018,-1.0997406244277954
56003,2018,-1.2810174226760864
54107,2018,6.556034564971924
54059,2018,7.254478931427002
54011,2018,7.500729560852051
54067,2018,5.282608509063721
54083,2018,4.20782995223999
54003,2018,6.763587474822998
54053,2018,6.845081329345703
54041,2018,6.208867073059082
54073,2018,6.230319976806641
54027,2018,5.682983875274658
13219,2018,11.191987037658691
13237,2018,11.505170822143555
04012,2018,15.59423542022705
13201,2018,13.980539321899414
51149,2018,9.591859817504883
51157,2018,7.2852091789245605
51067,2018,7.715498447418213
51087,2018,9.347794532775879
51017,2018,5.4193806648254395
51141,2018,7.584692478179932
51177,2018,8.561516761779785
51037,2018,8.500472068786621
51109,2018,8.510313034057617
51101,2018,9.701860427856445
51033,2018,9.025186538696289
51181,2018,9.992679595947266
51678,2018,7.099297523498535
13135,2018,11.371941566467285
13103,2018,13.757912635803223
13067,2018,10.889633178710938
13089,2018,11.488992691040039
13153,2018,12.686440467834473
13229,2018,14.089941024780273
13077,2018,11.299982070922852
13317,2018,11.557388305664062
13217,2018,11.299782752990723
13019,2018,13.651302337646484
19195,2018,1.646859884262085
19029,2018,3.2370173931121826
20169,2018,6.190735816955566
21203,2018,8.354227066040039
21193,2018,7.619663715362549
21069,2018,7.6709794998168945
21183,2018,8.4394989013671875
21175,2018,7.891507625579834
20105,2018,5.196249961853027
21063,2018,7.610366344451904
17097,2018,4.1375932693481445
39035,2018,5.945781230926514
39075,2018,5.4471354484558105
39095,2018,5.562211513519287
06071,2018,12.806487083435059
06041,2018,8.9933500289917
36053,2018,2.3782427310943604
36029,2018,4.346045970916748
06063,2018,3.1423983573913574
06079,2018,8.710969924926758
36103,2018,7.495676040649414
06009,2018,8.904400825500488
36065,2018,2.2725300788879395
08035,2018,1.0814181566238403
12057,2018,18.182546615600586
12117,2018,17.548233032226562
09003,2018,5.0589752197265625
12055,2018,17.18299674987793
08013,2018,0.8780245184898376
12031,2018,16.422462463378906
12107,2018,16.46630859375
08093,2018,-3.111682176589966
08055,2018,2.0009124279022217
12109,2018,17.216201782226562
42045,2018,7.834283828735352
42111,2018,4.200870513916016
42103,2018,3.7400150299072266
42027,2018,3.5220797061920166
44003,2018,5.503329753875732
55059,2018,3.4875407218933105
30027,2018,-0.3763982653617859
30081,2018,-0.5187931060791016
30049,2018,-1.4701191186904907
30087,2018,-0.11524996161460876
30001,2018,-2.475248098373413
30013,2018,-0.6476048827171326
30007,2018,-0.6331763863563538
30055,2018,-0.8522084951400757
49057,2018,3.5142927169799805
49049,2018,2.967942953109741
49017,2018,3.2074124813079834
01003,2018,14.837029457092285
13079,2018,12.161026000976562
13001,2018,13.805145263671875
28007,2018,11.443443298339844
13283,2018,12.840800285339355
48073,2018,13.38170337677002
34029,2018,7.821012020111084
34033,2018,8.489736557006836
35039,2018,0.3874848783016205
35043,2018,2.4731321334838867
28149,2018,13.052671432495117
35021,2018,4.50827693939209
01129,2018,13.265832901000977
53061,2018,4.256246566772461
51015,2018,5.992356300354004
53055,2018,6.969902515411377
51031,2018,7.963030815124512
53063,2018,2.8511836528778076
51051,2018,6.900556564331055
51195,2018,6.890102863311768
53015,2018,5.470057487487793
33009,2018,0.13518525660037994
32019,2018,2.319200277328491
24017,2018,9.213239669799805
21095,2018,6.8456830978393555
21047,2018,9.405904769897461
23013,2018,2.782564640045166
23015,2018,2.8231282234191895
22035,2018,12.786523818969727
21027,2018,7.85046911239624
21127,2018,7.618832111358643
21151,2018,8.086932182312012
21231,2018,8.79797649383545
51191,2018,6.778067111968994
24025,2018,8.058521270751953
24015,2018,8.162696838378906
37089,2018,8.093620300292969
37027,2018,8.527994155883789
37133,2018,11.963921546936035
37067,2018,9.189115524291992
37193,2018,8.04819107055664
37111,2018,8.362040519714355
37117,2018,11.163838386535645
37059,2018,8.883330345153809
37103,2018,11.72675609588623
32015,2018,1.9622018337249756
28047,2018,15.075813293457031
28029,2018,13.219578742980957
28011,2018,12.152610778808594
28033,2018,11.051898002624512
28103,2018,11.986602783203125
28083,2018,12.23873519897461
28137,2018,10.9794282913208
48311,2018,15.722865104675293
16043,2018,-1.984299659729004
16035,2018,1.481758952140808
16029,2018,-0.3984698951244354
16059,2018,-1.418931245803833
16083,2018,2.255424976348877
16003,2018,1.5156913995742798
16031,2018,2.223623275756836
48229,2018,9.690732955932617
50009,2018,-1.048919439315796
29113,2018,6.929285526275635
29013,2018,7.041309833526611
29205,2018,5.945878505706787
26115,2018,5.1680402755737305
26125,2018,3.938694715499878
26099,2018,4.627176284790039
26103,2018,-1.2485699653625488
18023,2018,5.347569942474365
48449,2018,12.386330604553223
27053,2018,1.781219244003296
27071,2018,-3.086085081100464
27013,2018,1.6356185674667358
27015,2018,1.4464335441589355
27073,2018,0.9001103043556213
37053,2018,12.212112426757812
38017,2018,-1.0577807426452637
37177,2018,12.134744644165039
48395,2018,13.334907531738281
22013,2018,13.048048973083496
22037,2018,14.620275497436523
22053,2018,15.320940017700195
22039,2018,14.469226837158203
22009,2018,14.069880485534668
38055,2018,-1.6705573797225952
54093,2018,4.114959716796875
48501,2018,7.698215007781982
28161,2018,10.704296112060547
16041,2018,0.8465649485588074
50021,2018,0.8266345262527466
51163,2018,6.62548828125
51145,2018,8.515183448791504
51035,2018,6.798711776733398
51630,2018,8.773298263549805
51005,2018,6.166231632232666
31117,2018,1.8476898670196533
23007,2018,-1.3672735691070557
08037,2018,-1.414541482925415
08091,2018,-1.8620705604553223
08027,2018,-0.5174335837364197
31103,2018,1.8975504636764526
08111,2018,-3.652294158935547
01101,2018,13.319180488586426
51063,2018,6.551666736602783
51167,2018,6.673137664794922
51047,2018,8.178433418273926
53041,2018,4.518746376037598
51003,2018,7.8983564376831055
13195,2018,10.910123825073242
13039,2018,15.265417098999023
13033,2018,12.268953323364258
13127,2018,15.184021949768066
13185,2018,14.018367767333984
13105,2018,11.152243614196777
37165,2018,11.56126880645752
19045,2018,3.779165744781494
19147,2018,2.0822601318359375
18173,2018,8.442118644714355
18019,2018,8.581183433532715
19063,2018,1.5924237966537476
20081,2018,4.705106735229492
21115,2018,7.72322416305542
21155,2018,8.276432037353516
17043,2018,4.714427947998047
17153,2018,9.129859924316406
17165,2018,8.002148628234863
39049,2018,6.7799458503723145
06067,2018,9.859443664550781
06073,2018,11.752182006835938
06089,2018,6.324641227722168
36045,2018,2.2966699600219727
36105,2018,2.9377341270446777
36031,2018,-0.1611499935388565
36107,2018,3.2759249210357666
48245,2018,16.511350631713867
48499,2018,12.684104919433594
48373,2018,14.295906066894531
48427,2018,17.332225799560547
48157,2018,16.134117126464844
48467,2018,12.972795486450195
48465,2018,13.26991081237793
48481,2018,15.798766136169434
48103,2018,11.968912124633789
48035,2018,12.622462272644043
48127,2018,15.60697078704834
48175,2018,15.612451553344727
40027,2018,9.915349006652832
40145,2018,9.766839027404785
40079,2018,9.682618141174316
40067,2018,10.604491233825684
41041,2018,6.793755531311035
41033,2018,5.610496997833252
41067,2018,6.1605000495910645
06051,2018,-0.38874509930610657
05075,2018,9.408568382263184
05057,2018,11.114673614501953
05131,2018,9.988646507263184
06091,2018,2.5743134021759033
16033,2018,-1.0666128396987915
48007,2018,17.778820037841797
48393,2018,6.768462181091309
