outcome,term,estimate,conf.low,conf.high,p.value,model_n
hospital_mortality,primary_exposure,2.6971501925550028,2.3682317029178064,3.0723025921061815,1.682827426029229e-50,5694
any_imv,primary_exposure,10.501542393008245,9.181478050192982,12.031808573289544,7.689731160164106e-255,5694
any_vasopressor,primary_exposure,7.795872148466803,6.752423971247473,9.026173865369232,2.0428820470367533e-169,5694
any_crrt,primary_exposure,10.39398155229392,7.984528289636794,13.693314200503925,4.307699169068679e-65,5694
hospital_los_days,primary_exposure,0.8747786421680981,0.18872599564323012,1.560831288692966,0.012459194127277187,5673
icu_los_days,primary_exposure,1.3601967795776504,0.9182933249320344,1.8021002342232664,1.6994238170539503e-9,5676
