icu_year,n,phenotype_rate,mortality_rate,pm25_mean,no2_mean,svi_mean,svi_theme3_mean
2018,841,0.19738406658739596,0.20451843043995244,8.408076525019005,10.474218514719608,0.5685270883054893,0.8580449880668257
2019,856,0.25,0.21612149532710281,7.500867301539371,8.144789156718561,0.5773499415204678,0.867344678362573
2020,752,0.28324468085106386,0.2872340425531915,7.209379585957367,7.9213672924361775,0.6653746308724833,0.8262106040268457
2021,778,0.2969151670951157,0.2647814910025707,8.621752090577955,8.56748029643839,0.6844771428571428,0.8403171428571429
2022,721,0.37309292649098474,0.27461858529819694,8.26043530806106,8.287552370911552,0.662490056022409,0.8330077030812324
2023,830,0.3168674698795181,0.2746987951807229,10.067592912861674,8.252127854676324,0.6626538274605103,0.8417993924665856
2024,909,0.32673267326732675,0.2717271727172717,10.04882024894723,7.790456693573806,0.649484392419175,0.8283424749163879
