term,estimate,std.error,statistic,p.value,conf.low,conf.high,outcome,exposure,model_n
pm25_annual,1.0275374430550548,0.05184931569573151,0.5239241307099487,0.60033131037344,0.9286849334965079,1.1380722518380555,probable_checkpoint_irae_icu,pm25_annual,5638
no2_annual,1.0031280937648173,0.015459275343393659,0.2020283220935781,0.8398945828512321,0.9733569685060632,1.0341853145133981,probable_checkpoint_irae_icu,no2_annual,5638
pm25_annual,1.3807295357880636,0.05990000119229619,5.385843108241384,7.210584068224232e-8,1.229084301696429,1.5544875855685694,hospital_mortality,pm25_annual,5638
no2_annual,0.9809281411288466,0.016379463476957148,-1.175622923180978,0.23974559115544716,0.9499788570503948,1.0129991743062605,any_major_support,no2_annual,5638
